id	cancer	TLS score
TCGA.OR.A5J1.01A	ACC	-0.10419991
TCGA.OR.A5J2.01A	ACC	0.078624167
TCGA.OR.A5J3.01A	ACC	-0.175827124
TCGA.OR.A5J5.01A	ACC	-0.264973106
TCGA.OR.A5J6.01A	ACC	-0.019790632
TCGA.OR.A5J7.01A	ACC	-0.101446489
TCGA.OR.A5J8.01A	ACC	0.439217915
TCGA.OR.A5J9.01A	ACC	-0.166603223
TCGA.OR.A5JA.01A	ACC	-0.123680204
TCGA.OR.A5JB.01A	ACC	0.357025097
TCGA.OR.A5JC.01A	ACC	0.068605841
TCGA.OR.A5JD.01A	ACC	0.126130718
TCGA.OR.A5JE.01A	ACC	0.044218389
TCGA.OR.A5JF.01A	ACC	-0.10090573
TCGA.OR.A5JG.01A	ACC	0.038363649
TCGA.OR.A5JI.01A	ACC	0.138929043
TCGA.OR.A5JJ.01A	ACC	-0.003511451
TCGA.OR.A5JK.01A	ACC	0.313930783
TCGA.OR.A5JL.01A	ACC	-0.015936636
TCGA.OR.A5JM.01A	ACC	-0.152395977
TCGA.OR.A5JO.01A	ACC	0.334818481
TCGA.OR.A5JP.01A	ACC	-0.005098427
TCGA.OR.A5JQ.01A	ACC	0.243646722
TCGA.OR.A5JR.01A	ACC	-0.013702401
TCGA.OR.A5JS.01A	ACC	-0.064911079
TCGA.OR.A5JT.01A	ACC	-0.072519889
TCGA.OR.A5JV.01A	ACC	0.068433327
TCGA.OR.A5JW.01A	ACC	-0.17708075
TCGA.OR.A5JX.01A	ACC	-0.132347417
TCGA.OR.A5JY.01A	ACC	-0.098429712
TCGA.OR.A5JZ.01A	ACC	-0.077140194
TCGA.OR.A5K0.01A	ACC	-0.111365209
TCGA.OR.A5K1.01A	ACC	0.079923673
TCGA.OR.A5K2.01A	ACC	0.020553193
TCGA.OR.A5K3.01A	ACC	0.003806133
TCGA.OR.A5K4.01A	ACC	-0.125307933
TCGA.OR.A5K5.01A	ACC	-0.14300982
TCGA.OR.A5K6.01A	ACC	0.036818259
TCGA.OR.A5K8.01A	ACC	-0.0347617
TCGA.OR.A5K9.01A	ACC	-0.156081329
TCGA.OR.A5KO.01A	ACC	-0.185347971
TCGA.OR.A5KT.01A	ACC	0.170035155
TCGA.OR.A5KU.01A	ACC	-0.186839406
TCGA.OR.A5KV.01A	ACC	-0.216225221
TCGA.OR.A5KW.01A	ACC	-0.070236369
TCGA.OR.A5KX.01A	ACC	-0.194222438
TCGA.OR.A5KY.01A	ACC	-0.00474097
TCGA.OR.A5KZ.01A	ACC	-0.02636967
TCGA.OR.A5L3.01A	ACC	-0.034990536
TCGA.OR.A5L4.01A	ACC	-0.020873777
TCGA.OR.A5L5.01A	ACC	0.219803973
TCGA.OR.A5L6.01A	ACC	-0.005125314
TCGA.OR.A5L8.01A	ACC	-0.176143858
TCGA.OR.A5L9.01A	ACC	0.215206533
TCGA.OR.A5LA.01A	ACC	0.180212749
TCGA.OR.A5LB.01A	ACC	-0.193057936
TCGA.OR.A5LC.01A	ACC	-0.034587835
TCGA.OR.A5LD.01A	ACC	-0.16253267
TCGA.OR.A5LE.01A	ACC	-0.141779254
TCGA.OR.A5LG.01A	ACC	-0.009280168
TCGA.OR.A5LH.01A	ACC	0.140305832
TCGA.OR.A5LJ.01A	ACC	0.04592398
TCGA.OR.A5LK.01A	ACC	0.177249256
TCGA.OR.A5LL.01A	ACC	-0.099942218
TCGA.OR.A5LM.01A	ACC	-0.103049176
TCGA.OR.A5LN.01A	ACC	0.106441355
TCGA.OR.A5LO.01A	ACC	-0.23547402
TCGA.OR.A5LP.01A	ACC	0.076161322
TCGA.OR.A5LR.01A	ACC	0.047669011
TCGA.OR.A5LS.01A	ACC	-0.198953168
TCGA.OR.A5LT.01A	ACC	-0.081425728
TCGA.OU.A5PI.01A	ACC	-0.082567562
TCGA.P6.A5OF.01A	ACC	-0.1646187
TCGA.P6.A5OG.01A	ACC	0.420299809
TCGA.PA.A5YG.01A	ACC	0.190677154
TCGA.PK.A5H8.01A	ACC	0.007804051
TCGA.PK.A5H9.01A	ACC	0.046290901
TCGA.PK.A5HA.01A	ACC	0.004360449
TCGA.PK.A5HB.01A	ACC	-0.185857708
TCGA.2F.A9KO.01A	BLCA	0.439011366
TCGA.2F.A9KP.01A	BLCA	-0.059097867
TCGA.2F.A9KQ.01A	BLCA	-0.172234137
TCGA.2F.A9KR.01A	BLCA	-0.047489831
TCGA.2F.A9KT.01A	BLCA	0.004723476
TCGA.2F.A9KW.01A	BLCA	0.209921678
TCGA.4Z.AA7M.01A	BLCA	0.021929689
TCGA.4Z.AA7N.01A	BLCA	0.475695911
TCGA.4Z.AA7O.01A	BLCA	0.2779489
TCGA.4Z.AA7Q.01A	BLCA	0.502751054
TCGA.4Z.AA7R.01A	BLCA	0.002782187
TCGA.4Z.AA7S.01A	BLCA	-0.00064892
TCGA.4Z.AA7W.01A	BLCA	0.545377685
TCGA.4Z.AA7Y.01A	BLCA	-0.094399896
TCGA.4Z.AA80.01A	BLCA	0.080029827
TCGA.4Z.AA81.01A	BLCA	0.332007454
TCGA.4Z.AA82.01A	BLCA	0.085141486
TCGA.4Z.AA83.01A	BLCA	0.158263707
TCGA.4Z.AA84.01A	BLCA	0.089042401
TCGA.4Z.AA86.01A	BLCA	0.551631212
TCGA.4Z.AA87.01A	BLCA	0.31495983
TCGA.4Z.AA89.01A	BLCA	-0.031168421
TCGA.5N.A9KI.01A	BLCA	0.242873406
TCGA.5N.A9KM.01A	BLCA	0.155665648
TCGA.BL.A0C8.01A	BLCA	0.034414652
TCGA.BL.A0C8.01A	BLCA	0.033542892
TCGA.BL.A0C8.01B	BLCA	-0.187113694
TCGA.BL.A13I.01A	BLCA	0.293930792
TCGA.BL.A13I.01A	BLCA	0.19713684
TCGA.BL.A13I.01B	BLCA	0.30608655
TCGA.BL.A13J.01A	BLCA	0.081972162
TCGA.BL.A13J.01A	BLCA	-0.000160864
TCGA.BL.A13J.01B	BLCA	-0.047051101
TCGA.BL.A3JM.01A	BLCA	0.218424372
TCGA.BL.A5ZZ.01A	BLCA	0.248320546
TCGA.BT.A0S7.01A	BLCA	0.186735012
TCGA.BT.A0YX.01A	BLCA	0.325615042
TCGA.BT.A20J.01A	BLCA	0.461599847
TCGA.BT.A20N.01A	BLCA	0.129002626
TCGA.BT.A20O.01A	BLCA	0.609522293
TCGA.BT.A20P.01A	BLCA	-0.041135781
TCGA.BT.A20Q.01A	BLCA	0.362554904
TCGA.BT.A20R.01A	BLCA	0.199264546
TCGA.BT.A20T.01A	BLCA	0.287916108
TCGA.BT.A20U.01A	BLCA	0.144723963
TCGA.BT.A20V.01A	BLCA	0.181969037
TCGA.BT.A20W.01A	BLCA	0.267307163
TCGA.BT.A20X.01A	BLCA	0.279027602
TCGA.BT.A2LA.01A	BLCA	-0.115855933
TCGA.BT.A2LB.01A	BLCA	0.363354203
TCGA.BT.A2LD.01A	BLCA	0.337569142
TCGA.BT.A3PH.01A	BLCA	0.066168371
TCGA.BT.A3PJ.01A	BLCA	0.400886062
TCGA.BT.A3PK.01A	BLCA	0.301768833
TCGA.BT.A42C.01A	BLCA	0.007344677
TCGA.BT.A42E.01A	BLCA	0.450027693
TCGA.BT.A42F.01A	BLCA	0.495961142
TCGA.C4.A0EZ.01A	BLCA	0.007493262
TCGA.C4.A0F0.01A	BLCA	0.425673072
TCGA.C4.A0F1.01A	BLCA	0.283012548
TCGA.C4.A0F6.01A	BLCA	0.11498135
TCGA.C4.A0F7.01A	BLCA	0.112545167
TCGA.CF.A1HR.01A	BLCA	0.129033886
TCGA.CF.A1HS.01A	BLCA	0.269294451
TCGA.CF.A27C.01A	BLCA	-0.13642379
TCGA.CF.A3MF.01A	BLCA	-0.078883794
TCGA.CF.A3MG.01A	BLCA	-0.133749041
TCGA.CF.A3MH.01A	BLCA	-0.075837424
TCGA.CF.A3MI.01A	BLCA	0.046307479
TCGA.CF.A47S.01A	BLCA	0.169958597
TCGA.CF.A47T.01A	BLCA	-0.151204706
TCGA.CF.A47V.01A	BLCA	0.052029907
TCGA.CF.A47W.01A	BLCA	-0.118546345
TCGA.CF.A47X.01A	BLCA	-0.043905765
TCGA.CF.A47Y.01A	BLCA	-0.148345971
TCGA.CF.A5U8.01A	BLCA	-0.15255338
TCGA.CF.A5UA.01A	BLCA	-0.105178455
TCGA.CF.A7I0.01A	BLCA	0.053798741
TCGA.CF.A8HX.01A	BLCA	-0.121239874
TCGA.CF.A8HY.01A	BLCA	-0.128143207
TCGA.CF.A9FF.01A	BLCA	0.240967149
TCGA.CF.A9FH.01A	BLCA	-0.017769759
TCGA.CF.A9FL.01A	BLCA	0.126571837
TCGA.CF.A9FM.01A	BLCA	0.089351472
TCGA.CU.A0YN.01A	BLCA	0.224357696
TCGA.CU.A0YO.01A	BLCA	0.274361675
TCGA.CU.A0YR.01A	BLCA	0.40251581
TCGA.CU.A3KJ.01A	BLCA	0.207912756
TCGA.CU.A3QU.01A	BLCA	-0.056465473
TCGA.CU.A3YL.01A	BLCA	0.142603303
TCGA.CU.A5W6.01A	BLCA	0.140906461
TCGA.CU.A72E.01A	BLCA	0.037971292
TCGA.DK.A1A3.01A	BLCA	0.380542374
TCGA.DK.A1A5.01A	BLCA	0.252594636
TCGA.DK.A1A6.01A	BLCA	0.367346907
TCGA.DK.A1A7.01A	BLCA	0.195136505
TCGA.DK.A1AA.01A	BLCA	-0.047311893
TCGA.DK.A1AB.01A	BLCA	0.271435287
TCGA.DK.A1AC.01A	BLCA	0.367670366
TCGA.DK.A1AD.01A	BLCA	0.280084648
TCGA.DK.A1AE.01A	BLCA	0.110297967
TCGA.DK.A1AF.01A	BLCA	0.450423225
TCGA.DK.A1AG.01A	BLCA	-0.017779816
TCGA.DK.A2HX.01A	BLCA	0.102423879
TCGA.DK.A2I1.01A	BLCA	0.476154991
TCGA.DK.A2I2.01A	BLCA	0.411518662
TCGA.DK.A2I4.01A	BLCA	0.588593517
TCGA.DK.A2I6.01A	BLCA	0.188100239
TCGA.DK.A3IK.01A	BLCA	0.156362359
TCGA.DK.A3IL.01A	BLCA	0.106068144
TCGA.DK.A3IM.01A	BLCA	0.018075201
TCGA.DK.A3IN.01A	BLCA	0.322062479
TCGA.DK.A3IQ.01A	BLCA	-0.031304769
TCGA.DK.A3IS.01A	BLCA	0.002747984
TCGA.DK.A3IT.01A	BLCA	0.27815044
TCGA.DK.A3IU.01A	BLCA	0.588642084
TCGA.DK.A3IV.01A	BLCA	0.347969137
TCGA.DK.A3WW.01A	BLCA	0.443216318
TCGA.DK.A3WX.01A	BLCA	0.347797328
TCGA.DK.A3WY.01A	BLCA	0.529198758
TCGA.DK.A3X1.01A	BLCA	0.188615772
TCGA.DK.A3X2.01A	BLCA	-0.065071821
TCGA.DK.A6AV.01A	BLCA	0.266713562
TCGA.DK.A6AW.01A	BLCA	0.075397224
TCGA.DK.A6B0.01A	BLCA	-0.088204587
TCGA.DK.A6B1.01A	BLCA	-0.018943935
TCGA.DK.A6B2.01A	BLCA	0.361550489
TCGA.DK.A6B5.01A	BLCA	0.183392031
TCGA.DK.A6B6.01A	BLCA	0.260364724
TCGA.DK.AA6L.01A	BLCA	0.179362683
TCGA.DK.AA6M.01A	BLCA	0.316924058
TCGA.DK.AA6P.01A	BLCA	-0.124813717
TCGA.DK.AA6Q.01A	BLCA	0.291926369
TCGA.DK.AA6R.01A	BLCA	0.370086734
TCGA.DK.AA6S.01A	BLCA	0.455558439
TCGA.DK.AA6T.01A	BLCA	0.342316997
TCGA.DK.AA6U.01A	BLCA	0.040454274
TCGA.DK.AA6W.01A	BLCA	0.096529782
TCGA.DK.AA6X.01A	BLCA	0.245949626
TCGA.DK.AA71.01A	BLCA	0.122658939
TCGA.DK.AA74.01A	BLCA	0.535968179
TCGA.DK.AA75.01A	BLCA	-0.049008586
TCGA.DK.AA76.01A	BLCA	-0.194433664
TCGA.DK.AA77.01A	BLCA	0.232586781
TCGA.E5.A2PC.01A	BLCA	0.222123259
TCGA.E5.A4TZ.01A	BLCA	0.015053758
TCGA.E5.A4U1.01A	BLCA	-0.199066353
TCGA.E7.A3X6.01A	BLCA	0.376986613
TCGA.E7.A3Y1.01A	BLCA	0.044910445
TCGA.E7.A4IJ.01A	BLCA	0.21421291
TCGA.E7.A4XJ.01A	BLCA	-0.128465192
TCGA.E7.A519.01A	BLCA	0.176651962
TCGA.E7.A541.01A	BLCA	0.310671612
TCGA.E7.A5KE.01A	BLCA	-0.166316793
TCGA.E7.A5KF.01A	BLCA	-0.147850372
TCGA.E7.A677.01A	BLCA	0.137389131
TCGA.E7.A678.01A	BLCA	-0.020876701
TCGA.E7.A6MD.01A	BLCA	0.316120997
TCGA.E7.A6ME.01A	BLCA	0.217879994
TCGA.E7.A6MF.01A	BLCA	-0.098109665
TCGA.E7.A7DU.01A	BLCA	-0.035106718
TCGA.E7.A7DV.01A	BLCA	0.441559966
TCGA.E7.A7PW.01A	BLCA	0.088791439
TCGA.E7.A7XN.01A	BLCA	0.528300101
TCGA.E7.A85H.01A	BLCA	0.331062802
TCGA.E7.A8O7.01A	BLCA	0.058755263
TCGA.E7.A8O8.01A	BLCA	0.021732486
TCGA.E7.A97P.01A	BLCA	0.539783574
TCGA.E7.A97Q.01A	BLCA	0.197337305
TCGA.FD.A3B3.01A	BLCA	0.548583037
TCGA.FD.A3B4.01A	BLCA	0.460145892
TCGA.FD.A3B5.01A	BLCA	-0.05400188
TCGA.FD.A3B6.01A	BLCA	0.470881254
TCGA.FD.A3B7.01A	BLCA	0.529841546
TCGA.FD.A3B8.01A	BLCA	0.596757025
TCGA.FD.A3N5.01A	BLCA	0.38149531
TCGA.FD.A3N6.01A	BLCA	0.305881864
TCGA.FD.A3NA.01A	BLCA	0.275757644
TCGA.FD.A3SJ.01A	BLCA	0.230251039
TCGA.FD.A3SL.01A	BLCA	0.40343883
TCGA.FD.A3SM.01A	BLCA	0.092559214
TCGA.FD.A3SN.01A	BLCA	0.333467156
TCGA.FD.A3SO.01A	BLCA	0.393602584
TCGA.FD.A3SP.01A	BLCA	0.435884521
TCGA.FD.A3SQ.01A	BLCA	0.205519988
TCGA.FD.A3SR.01A	BLCA	0.318821901
TCGA.FD.A3SS.01A	BLCA	0.121633889
TCGA.FD.A43N.01A	BLCA	0.209450131
TCGA.FD.A43P.01A	BLCA	0.536800262
TCGA.FD.A43S.01A	BLCA	0.439512116
TCGA.FD.A43U.01A	BLCA	0.409925522
TCGA.FD.A43X.01A	BLCA	-0.156869928
TCGA.FD.A43Y.01A	BLCA	0.331165173
TCGA.FD.A5BR.01A	BLCA	0.276012224
TCGA.FD.A5BS.01A	BLCA	0.616682027
TCGA.FD.A5BT.01A	BLCA	0.58951561
TCGA.FD.A5BU.01A	BLCA	0.341128818
TCGA.FD.A5BV.01A	BLCA	-0.013104954
TCGA.FD.A5BX.01A	BLCA	0.268981623
TCGA.FD.A5BY.01A	BLCA	0.207180811
TCGA.FD.A5BZ.01A	BLCA	0.217703145
TCGA.FD.A5C0.01A	BLCA	0.16266033
TCGA.FD.A5C1.01A	BLCA	0.548766909
TCGA.FD.A62N.01A	BLCA	0.62075436
TCGA.FD.A62O.01A	BLCA	-0.004882043
TCGA.FD.A62P.01A	BLCA	0.425647476
TCGA.FD.A62S.01A	BLCA	0.302076186
TCGA.FD.A6TA.01A	BLCA	0.342463281
TCGA.FD.A6TB.01A	BLCA	0.513843709
TCGA.FD.A6TC.01A	BLCA	0.089319265
TCGA.FD.A6TD.01A	BLCA	0.426644128
TCGA.FD.A6TE.01A	BLCA	0.10423906
TCGA.FD.A6TF.01A	BLCA	0.358400799
TCGA.FD.A6TG.01A	BLCA	0.291649173
TCGA.FD.A6TH.01A	BLCA	0.31925026
TCGA.FD.A6TI.01A	BLCA	0.178089368
TCGA.FD.A6TK.01A	BLCA	0.539244752
TCGA.FJ.A3Z7.01A	BLCA	0.20898564
TCGA.FJ.A3Z9.01A	BLCA	-0.121223362
TCGA.FJ.A3ZE.01A	BLCA	-0.167268754
TCGA.FJ.A3ZF.01A	BLCA	-0.156327701
TCGA.FJ.A871.01A	BLCA	-0.06995448
TCGA.FT.A3EE.01A	BLCA	0.014331039
TCGA.FT.A61P.01A	BLCA	0.444218966
TCGA.G2.A2EC.01A	BLCA	0.090871851
TCGA.G2.A2EF.01A	BLCA	0.480154058
TCGA.G2.A2EJ.01A	BLCA	0.425287704
TCGA.G2.A2EK.01A	BLCA	0.154087083
TCGA.G2.A2EL.01A	BLCA	-0.067445795
TCGA.G2.A2EO.01A	BLCA	0.453596529
TCGA.G2.A2ES.01A	BLCA	0.383478257
TCGA.G2.A3IB.01A	BLCA	0.062055604
TCGA.G2.A3IE.01A	BLCA	-0.044302507
TCGA.G2.A3VY.01A	BLCA	-0.187660819
TCGA.G2.AA3B.01A	BLCA	0.212553984
TCGA.G2.AA3C.01A	BLCA	0.180732574
TCGA.G2.AA3D.01A	BLCA	-0.048783407
TCGA.G2.AA3F.01A	BLCA	0.039275251
TCGA.GC.A3BM.01A	BLCA	0.151304628
TCGA.GC.A3I6.01A	BLCA	0.255087324
TCGA.GC.A3OO.01A	BLCA	0.227054009
TCGA.GC.A3RB.01A	BLCA	0.080246261
TCGA.GC.A3RC.01A	BLCA	0.378925979
TCGA.GC.A3RD.01A	BLCA	0.085451938
TCGA.GC.A3WC.01A	BLCA	0.528540044
TCGA.GC.A3YS.01A	BLCA	0.146027485
TCGA.GC.A4ZW.01A	BLCA	0.107807411
TCGA.GC.A6I1.01A	BLCA	0.465252091
TCGA.GC.A6I3.01A	BLCA	0.415527845
TCGA.GD.A2C5.01A	BLCA	0.037932503
TCGA.GD.A3OP.01A	BLCA	0.229900806
TCGA.GD.A3OQ.01A	BLCA	0.121222116
TCGA.GD.A3OS.01A	BLCA	0.051287926
TCGA.GD.A6C6.01A	BLCA	0.152338945
TCGA.GD.A76B.01A	BLCA	0.421615377
TCGA.GU.A42P.01A	BLCA	-0.105245943
TCGA.GU.A42Q.01A	BLCA	-0.048013681
TCGA.GU.A42R.01A	BLCA	-0.142819422
TCGA.GU.A762.01A	BLCA	0.515300841
TCGA.GU.A763.01A	BLCA	0.007450686
TCGA.GU.A764.01A	BLCA	0.436998456
TCGA.GU.A766.01A	BLCA	0.561734625
TCGA.GU.A767.01A	BLCA	0.165295828
TCGA.GU.AATO.01A	BLCA	0.381580521
TCGA.GU.AATP.01A	BLCA	0.31879276
TCGA.GU.AATQ.01A	BLCA	0.192326943
TCGA.GV.A3JV.01A	BLCA	0.360360524
TCGA.GV.A3JW.01A	BLCA	-0.189036127
TCGA.GV.A3JX.01A	BLCA	0.335801573
TCGA.GV.A3JZ.01A	BLCA	0.228192197
TCGA.GV.A3QF.01A	BLCA	-0.083786492
TCGA.GV.A3QG.01A	BLCA	0.564232604
TCGA.GV.A3QH.01A	BLCA	-0.070823126
TCGA.GV.A3QI.01A	BLCA	-0.214980529
TCGA.GV.A3QK.01B	BLCA	0.221390313
TCGA.GV.A40E.01A	BLCA	0.269253292
TCGA.GV.A40G.01A	BLCA	-0.086404793
TCGA.GV.A6ZA.01A	BLCA	0.15520795
TCGA.H4.A2HO.01A	BLCA	0.022821511
TCGA.H4.A2HQ.01A	BLCA	0.016366929
TCGA.HQ.A2OE.01A	BLCA	0.038755358
TCGA.HQ.A2OF.01A	BLCA	-0.178876891
TCGA.HQ.A5ND.01A	BLCA	0.165919427
TCGA.HQ.A5NE.01A	BLCA	0.29925139
TCGA.K4.A3WS.01A	BLCA	0.463964148
TCGA.K4.A3WU.01B	BLCA	0.337816499
TCGA.K4.A3WV.01A	BLCA	-0.012200334
TCGA.K4.A4AB.01B	BLCA	0.093256007
TCGA.K4.A4AC.01A	BLCA	0.350471252
TCGA.K4.A54R.01A	BLCA	0.44576698
TCGA.K4.A5RH.01A	BLCA	0.536094781
TCGA.K4.A5RI.01A	BLCA	0.008062807
TCGA.K4.A5RJ.01A	BLCA	0.505246114
TCGA.K4.A6FZ.01A	BLCA	0.269423622
TCGA.K4.A6MB.01A	BLCA	0.055654913
TCGA.K4.A83P.01A	BLCA	0.472408436
TCGA.K4.AAQO.01A	BLCA	0.339408255
TCGA.KQ.A41N.01A	BLCA	-0.074812609
TCGA.KQ.A41O.01A	BLCA	-0.265078168
TCGA.KQ.A41P.01A	BLCA	0.272947731
TCGA.KQ.A41Q.01A	BLCA	-0.048601659
TCGA.KQ.A41R.01A	BLCA	0.069426955
TCGA.KQ.A41S.01A	BLCA	0.064330406
TCGA.LC.A66R.01A	BLCA	0.499315171
TCGA.LT.A5Z6.01A	BLCA	0.174717287
TCGA.LT.A8JT.01A	BLCA	0.079546463
TCGA.MV.A51V.01A	BLCA	0.084691858
TCGA.PQ.A6FI.01A	BLCA	0.248053561
TCGA.PQ.A6FN.01A	BLCA	0.325893915
TCGA.R3.A69X.01A	BLCA	0.335528941
TCGA.S5.A6DX.01A	BLCA	0.480609824
TCGA.S5.AA26.01A	BLCA	-0.042734942
TCGA.SY.A9G0.01A	BLCA	0.304210397
TCGA.SY.A9G5.01A	BLCA	0.477782298
TCGA.UY.A78K.01A	BLCA	0.485735415
TCGA.UY.A78L.01A	BLCA	0.238324244
TCGA.UY.A78M.01A	BLCA	0.089483536
TCGA.UY.A78N.01A	BLCA	-0.007053037
TCGA.UY.A78O.01A	BLCA	0.148403813
TCGA.UY.A78P.01A	BLCA	0.505581161
TCGA.UY.A8OB.01A	BLCA	0.306958519
TCGA.UY.A8OC.01A	BLCA	0.242471938
TCGA.UY.A8OD.01A	BLCA	0.356960754
TCGA.UY.A9PA.01A	BLCA	0.218490112
TCGA.UY.A9PB.01A	BLCA	0.522032715
TCGA.UY.A9PD.01A	BLCA	0.248005464
TCGA.UY.A9PE.01A	BLCA	0.158318817
TCGA.UY.A9PF.01A	BLCA	0.259105846
TCGA.UY.A9PH.01A	BLCA	0.492866831
TCGA.XF.A8HB.01A	BLCA	-0.147742158
TCGA.XF.A8HC.01A	BLCA	-0.155923414
TCGA.XF.A8HD.01A	BLCA	0.523848074
TCGA.XF.A8HE.01A	BLCA	0.44418532
TCGA.XF.A8HF.01A	BLCA	0.197100268
TCGA.XF.A8HG.01A	BLCA	-0.152953087
TCGA.XF.A8HH.01A	BLCA	0.178975131
TCGA.XF.A8HI.01A	BLCA	-0.049944059
TCGA.XF.A9SH.01A	BLCA	0.00847471
TCGA.XF.A9SI.01A	BLCA	0.551470724
TCGA.XF.A9SJ.01A	BLCA	0.476733184
TCGA.XF.A9SK.01A	BLCA	0.291799327
TCGA.XF.A9SL.01A	BLCA	0.342364498
TCGA.XF.A9SM.01A	BLCA	0.531468897
TCGA.XF.A9SP.01A	BLCA	0.316986526
TCGA.XF.A9ST.01A	BLCA	-0.091789588
TCGA.XF.A9SU.01A	BLCA	0.379167185
TCGA.XF.A9SV.01A	BLCA	0.053496758
TCGA.XF.A9SW.01A	BLCA	0.334187322
TCGA.XF.A9SX.01A	BLCA	0.527620685
TCGA.XF.A9SY.01A	BLCA	0.565303147
TCGA.XF.A9SZ.01A	BLCA	0.221073465
TCGA.XF.A9T0.01A	BLCA	0.299069987
TCGA.XF.A9T2.01A	BLCA	0.08636494
TCGA.XF.A9T3.01A	BLCA	0.459658803
TCGA.XF.A9T4.01A	BLCA	0.330530733
TCGA.XF.A9T5.01A	BLCA	0.468430211
TCGA.XF.A9T6.01A	BLCA	0.217508935
TCGA.XF.A9T8.01A	BLCA	0.446878797
TCGA.XF.AAME.01A	BLCA	0.415548253
TCGA.XF.AAMG.01A	BLCA	0.089032537
TCGA.XF.AAMH.01A	BLCA	0.018158789
TCGA.XF.AAMJ.01A	BLCA	0.255414054
TCGA.XF.AAML.01A	BLCA	0.146130062
TCGA.XF.AAMQ.01A	BLCA	0.386231899
TCGA.XF.AAMR.01A	BLCA	0.166253723
TCGA.XF.AAMT.01A	BLCA	0.20696738
TCGA.XF.AAMW.01A	BLCA	0.332404672
TCGA.XF.AAMX.01A	BLCA	0.104012328
TCGA.XF.AAMY.01A	BLCA	0.15957501
TCGA.XF.AAMZ.01A	BLCA	0.240688825
TCGA.XF.AAN0.01A	BLCA	0.287651469
TCGA.XF.AAN1.01A	BLCA	-0.066309988
TCGA.XF.AAN2.01A	BLCA	0.38186005
TCGA.XF.AAN3.01A	BLCA	0.140795042
TCGA.XF.AAN4.01A	BLCA	0.566343383
TCGA.XF.AAN5.01A	BLCA	0.474215934
TCGA.XF.AAN7.01A	BLCA	0.140927044
TCGA.XF.AAN8.01A	BLCA	0.427729587
TCGA.YC.A89H.01A	BLCA	0.281780674
TCGA.YC.A8S6.01A	BLCA	0.248655105
TCGA.YC.A9TC.01A	BLCA	0.138187745
TCGA.YF.AA3L.01A	BLCA	-0.037678824
TCGA.YF.AA3M.01A	BLCA	0.018406613
TCGA.ZF.A9R0.01A	BLCA	0.254158416
TCGA.ZF.A9R1.01A	BLCA	0.083892666
TCGA.ZF.A9R2.01A	BLCA	-0.149162177
TCGA.ZF.A9R3.01A	BLCA	-0.03198398
TCGA.ZF.A9R4.01A	BLCA	0.161274856
TCGA.ZF.A9R5.01A	BLCA	-0.047184523
TCGA.ZF.A9R7.01A	BLCA	0.423426566
TCGA.ZF.A9R9.01A	BLCA	0.277142438
TCGA.ZF.A9RC.01A	BLCA	0.008089312
TCGA.ZF.A9RD.01A	BLCA	0.499993595
TCGA.ZF.A9RE.01A	BLCA	-0.036486493
TCGA.ZF.A9RF.01A	BLCA	0.399695464
TCGA.ZF.A9RL.01A	BLCA	-0.167481478
TCGA.ZF.A9RM.01A	BLCA	-0.207154065
TCGA.ZF.A9RN.01A	BLCA	0.374775611
TCGA.ZF.AA4N.01A	BLCA	0.275177267
TCGA.ZF.AA4R.01A	BLCA	0.213709257
TCGA.ZF.AA4T.01A	BLCA	0.041936048
TCGA.ZF.AA4U.01A	BLCA	-0.091784037
TCGA.ZF.AA4V.01A	BLCA	0.373286993
TCGA.ZF.AA4W.01A	BLCA	0.145151984
TCGA.ZF.AA4X.01A	BLCA	-0.105993557
TCGA.ZF.AA51.01A	BLCA	0.373415928
TCGA.ZF.AA52.01A	BLCA	0.321637797
TCGA.ZF.AA53.01A	BLCA	0.474293019
TCGA.ZF.AA54.01A	BLCA	0.325067302
TCGA.ZF.AA56.01A	BLCA	0.248154604
TCGA.ZF.AA58.01A	BLCA	0.594452587
TCGA.ZF.AA5H.01A	BLCA	0.54434345
TCGA.ZF.AA5N.01A	BLCA	0.112885408
TCGA.ZF.AA5P.01A	BLCA	0.340270662
TCGA.3C.AAAU.01A	BRCA	0.039945237
TCGA.3C.AALI.01A	BRCA	0.421480926
TCGA.3C.AALJ.01A	BRCA	0.352736543
TCGA.3C.AALK.01A	BRCA	0.327977424
TCGA.4H.AAAK.01A	BRCA	0.124413957
TCGA.5L.AAT0.01A	BRCA	0.347714223
TCGA.5L.AAT1.01A	BRCA	0.464665951
TCGA.5T.A9QA.01A	BRCA	0.038291744
TCGA.A1.A0SB.01A	BRCA	-0.132471519
TCGA.A1.A0SD.01A	BRCA	0.30763733
TCGA.A1.A0SE.01A	BRCA	0.166672406
TCGA.A1.A0SF.01A	BRCA	0.291071499
TCGA.A1.A0SG.01A	BRCA	0.157892976
TCGA.A1.A0SH.01A	BRCA	0.07609127
TCGA.A1.A0SI.01A	BRCA	0.365067701
TCGA.A1.A0SJ.01A	BRCA	0.205525227
TCGA.A1.A0SK.01A	BRCA	0.010507713
TCGA.A1.A0SM.01A	BRCA	0.019662526
TCGA.A1.A0SN.01A	BRCA	0.308245189
TCGA.A1.A0SO.01A	BRCA	0.201337362
TCGA.A1.A0SP.01A	BRCA	0.395145377
TCGA.A1.A0SQ.01A	BRCA	0.185403076
TCGA.A2.A04N.01A	BRCA	0.136513989
