id	cancer	TLS score
TCGA.NH.A8F7.01A	COAD	-0.033700548
TCGA.NH.A8F8.01A	COAD	0.250085691
TCGA.QG.A5YV.01A	COAD	0.082314506
TCGA.QG.A5YW.01A	COAD	0.236928128
TCGA.QG.A5YX.01A	COAD	0.049195589
TCGA.QG.A5Z1.01A	COAD	0.014789014
TCGA.QG.A5Z2.01A	COAD	0.249179254
TCGA.QL.A97D.01A	COAD	0.224173294
TCGA.RU.A8FL.01A	COAD	-0.079121159
TCGA.SS.A7HO.01A	COAD	-0.068472725
TCGA.T9.A92H.01A	COAD	0.01673759
TCGA.WS.AB45.01A	COAD	0.403382277
TCGA.NH.A8F7.06A	COAD	-0.207388166
TCGA.02.0047.01A	GBM	-0.012614085
TCGA.02.0055.01A	GBM	0.251891439
TCGA.02.2483.01A	GBM	0.063488064
TCGA.02.2485.01A	GBM	0.180235398
TCGA.02.2486.01A	GBM	0.213548063
TCGA.06.0125.01A	GBM	-0.086856875
TCGA.06.0125.02A	GBM	0.059050729
TCGA.06.0129.01A	GBM	0.04866457
TCGA.06.0130.01A	GBM	0.446466405
TCGA.06.0132.01A	GBM	0.314716265
TCGA.06.0138.01A	GBM	0.164796429
TCGA.06.0139.01A	GBM	0.445549259
TCGA.06.0141.01A	GBM	0.23153171
TCGA.06.0152.02A	GBM	0.321231019
TCGA.06.0156.01A	GBM	0.241269687
TCGA.06.0156.01A	GBM	0.241607707
TCGA.06.0157.01A	GBM	0.007654245
TCGA.06.0158.01A	GBM	0.041108203
TCGA.06.0168.01A	GBM	0.18868293
TCGA.06.0171.02A	GBM	0.322769082
TCGA.06.0174.01A	GBM	-0.093791742
TCGA.06.0178.01A	GBM	0.186558933
TCGA.06.0184.01A	GBM	0.072032515
TCGA.06.0187.01A	GBM	0.044723074
TCGA.06.0190.01A	GBM	0.201540136
TCGA.06.0190.02A	GBM	0.218284957
TCGA.06.0210.01A	GBM	0.016661102
TCGA.06.0210.02A	GBM	0.135028949
TCGA.06.0211.01A	GBM	0.056590068
TCGA.06.0211.01B	GBM	-0.064782688
TCGA.06.0211.02A	GBM	0.22549433
TCGA.06.0219.01A	GBM	0.217828403
TCGA.06.0221.02A	GBM	-0.096324774
TCGA.06.0238.01A	GBM	0.24544838
TCGA.06.0644.01A	GBM	0.132308986
TCGA.06.0645.01A	GBM	0.189482332
TCGA.06.0646.01A	GBM	0.099835066
TCGA.06.0649.01B	GBM	0.098206891
TCGA.06.0686.01A	GBM	-0.001513677
TCGA.06.0743.01A	GBM	0.039873313
TCGA.06.0744.01A	GBM	0.02633823
TCGA.06.0745.01A	GBM	0.096733396
TCGA.06.0747.01A	GBM	-0.006082043
TCGA.06.0749.01A	GBM	0.096055655
TCGA.06.0750.01A	GBM	0.265325435
TCGA.06.0878.01A	GBM	0.111806008
TCGA.06.0882.01A	GBM	0.064549256
TCGA.06.1804.01A	GBM	-0.031231959
TCGA.06.2557.01A	GBM	0.292753868
TCGA.06.2558.01A	GBM	-0.047521293
TCGA.06.2559.01A	GBM	-0.05588601
TCGA.06.2561.01A	GBM	0.038028069
TCGA.06.2562.01A	GBM	-0.044412922
TCGA.06.2563.01A	GBM	0.096696575
TCGA.06.2564.01A	GBM	-0.069733403
TCGA.06.2565.01A	GBM	0.001725705
TCGA.06.2567.01A	GBM	0.218293895
TCGA.06.2569.01A	GBM	-0.099601953
TCGA.06.2570.01A	GBM	-0.028698662
TCGA.06.5408.01A	GBM	0.02563707
TCGA.06.5410.01A	GBM	0.229450336
TCGA.06.5411.01A	GBM	0.026719707
TCGA.06.5412.01A	GBM	0.168280452
TCGA.06.5413.01A	GBM	0.163728045
TCGA.06.5414.01A	GBM	0.060682607
TCGA.06.5415.01A	GBM	0.039829628
TCGA.06.5416.01A	GBM	0.017049381
TCGA.06.5417.01A	GBM	-0.10289071
TCGA.06.5418.01A	GBM	0.024922133
TCGA.06.5856.01A	GBM	-0.019695715
TCGA.06.5858.01A	GBM	0.029260454
TCGA.06.5859.01A	GBM	0.115533321
TCGA.08.0386.01A	GBM	-0.145650516
TCGA.12.0616.01A	GBM	0.067291954
TCGA.12.0618.01A	GBM	-0.148174132
TCGA.12.0619.01A	GBM	0.032284955
TCGA.12.0821.01A	GBM	-0.026971079
TCGA.12.1597.01B	GBM	-0.014011967
TCGA.12.3650.01A	GBM	-0.055115028
TCGA.12.3652.01A	GBM	0.020496399
TCGA.12.3653.01A	GBM	0.043891528
TCGA.12.5295.01A	GBM	0.120795978
TCGA.12.5299.01A	GBM	0.104444264
TCGA.14.0736.02A	GBM	0.32813461
TCGA.14.0781.01B	GBM	-0.04920066
TCGA.14.0787.01A	GBM	0.047127743
TCGA.14.0789.01A	GBM	0.06948402
TCGA.14.0790.01B	GBM	0.011869654
TCGA.14.0817.01A	GBM	0.219710332
TCGA.14.0871.01A	GBM	-0.008469196
TCGA.14.1034.01A	GBM	-0.006818593
TCGA.14.1034.02B	GBM	-0.112326937
TCGA.14.1402.02A	GBM	0.22213076
TCGA.14.1823.01A	GBM	0.100299433
TCGA.14.1825.01A	GBM	-0.06522167
TCGA.14.1829.01A	GBM	0.148490046
TCGA.14.2554.01A	GBM	0.086815072
TCGA.15.0742.01A	GBM	-0.085588567
TCGA.15.1444.01A	GBM	0.065655647
TCGA.16.0846.01A	GBM	0.219166404
TCGA.16.1045.01B	GBM	0.142646942
TCGA.19.0957.02A	GBM	0.024165865
TCGA.19.1389.02A	GBM	0.229295444
TCGA.19.1390.01A	GBM	-0.101997856
TCGA.19.1787.01B	GBM	0.05564858
TCGA.19.2619.01A	GBM	-0.034031051
TCGA.19.2620.01A	GBM	0.024144168
TCGA.19.2624.01A	GBM	-0.061817217
TCGA.19.2625.01A	GBM	-0.025284532
TCGA.19.2629.01A	GBM	0.068692524
TCGA.19.4065.01A	GBM	0.158245524
TCGA.19.4065.02A	GBM	0.140384224
TCGA.19.5960.01A	GBM	-0.071472619
TCGA.26.1442.01A	GBM	-0.112133006
TCGA.26.5132.01A	GBM	0.00608259
TCGA.26.5133.01A	GBM	-0.13038957
TCGA.26.5134.01A	GBM	0.025383856
TCGA.26.5135.01A	GBM	0.034145056
TCGA.26.5136.01B	GBM	0.148760392
TCGA.26.5139.01A	GBM	0.021724939
TCGA.27.1830.01A	GBM	0.14766129
TCGA.27.1831.01A	GBM	0.245417971
TCGA.27.1832.01A	GBM	0.067278856
TCGA.27.1834.01A	GBM	0.113902464
TCGA.27.1835.01A	GBM	-0.032533423
TCGA.27.1837.01A	GBM	0.072056743
TCGA.27.2519.01A	GBM	0.092476861
TCGA.27.2521.01A	GBM	-0.095192151
TCGA.27.2523.01A	GBM	-0.0452296
TCGA.27.2524.01A	GBM	0.179356695
TCGA.27.2526.01A	GBM	0.211028278
TCGA.27.2528.01A	GBM	-0.005286811
TCGA.28.1747.01C	GBM	0.136942936
TCGA.28.1753.01A	GBM	0.23981361
TCGA.28.2499.01A	GBM	-0.00011366
TCGA.28.2509.01A	GBM	-0.062490908
TCGA.28.2510.01A	GBM	-0.016470971
TCGA.28.2513.01A	GBM	0.203140992
TCGA.28.2514.01A	GBM	-0.045688902
TCGA.28.5204.01A	GBM	0.063985495
TCGA.28.5207.01A	GBM	0.054631008
TCGA.28.5208.01A	GBM	0.127976125
TCGA.28.5209.01A	GBM	0.004209133
TCGA.28.5213.01A	GBM	0.230568778
TCGA.28.5215.01A	GBM	0.111214528
TCGA.28.5216.01A	GBM	0.063385589
TCGA.28.5218.01A	GBM	0.330537797
TCGA.28.5220.01A	GBM	0.101187866
TCGA.32.1970.01A	GBM	-0.079573208
TCGA.32.1980.01A	GBM	0.174597435
TCGA.32.1982.01A	GBM	0.176306717
TCGA.32.2615.01A	GBM	0.123227871
TCGA.32.2616.01A	GBM	-0.004811266
TCGA.32.2632.01A	GBM	0.139473978
TCGA.32.2634.01A	GBM	-0.019372238
TCGA.32.2638.01A	GBM	0.187673237
TCGA.32.4213.01A	GBM	0.259802376
TCGA.32.5222.01A	GBM	0.165831214
TCGA.41.2571.01A	GBM	-0.005104816
TCGA.41.2572.01A	GBM	0.063601069
TCGA.41.3915.01A	GBM	0.103811785
TCGA.41.4097.01A	GBM	0.01907561
TCGA.41.5651.01A	GBM	-0.125202211
TCGA.76.4925.01A	GBM	-0.015418257
TCGA.76.4926.01B	GBM	-0.036891289
TCGA.76.4927.01A	GBM	0.055076109
TCGA.76.4928.01B	GBM	-0.043970977
TCGA.76.4929.01A	GBM	0.047260074
TCGA.76.4931.01A	GBM	-0.104615118
TCGA.76.4932.01A	GBM	-0.069633092
TCGA.4P.AA8J.01A	HNSC	0.453059895
TCGA.BA.4074.01A	HNSC	0.399241924
TCGA.BA.4075.01A	HNSC	0.263668761
TCGA.BA.4076.01A	HNSC	0.122611896
TCGA.BA.4077.01B	HNSC	0.452679886
TCGA.BA.4078.01A	HNSC	0.296999002
TCGA.BA.5151.01A	HNSC	0.36731582
TCGA.BA.5152.01A	HNSC	0.464967393
TCGA.BA.5153.01A	HNSC	0.335544129
TCGA.BA.5555.01A	HNSC	0.288734868
TCGA.BA.5556.01A	HNSC	0.530743619
TCGA.BA.5557.01A	HNSC	0.40936798
TCGA.BA.5558.01A	HNSC	0.466628054
TCGA.BA.5559.01A	HNSC	0.526140758
TCGA.BA.6868.01B	HNSC	0.157078951
TCGA.BA.6869.01A	HNSC	0.253098458
TCGA.BA.6870.01A	HNSC	0.29587926
TCGA.BA.6871.01A	HNSC	0.364636223
TCGA.BA.6872.01A	HNSC	0.370219506
TCGA.BA.6873.01A	HNSC	0.430082688
TCGA.BA.7269.01A	HNSC	0.252922448
TCGA.BA.A4IF.01A	HNSC	0.102996854
TCGA.BA.A4IG.01A	HNSC	0.352102605
TCGA.BA.A4IH.01A	HNSC	0.424187377
TCGA.BA.A4II.01A	HNSC	0.400764985
TCGA.BA.A6D8.01A	HNSC	0.206529651
TCGA.BA.A6DA.01A	HNSC	0.31073781
TCGA.BA.A6DB.01A	HNSC	0.542926722
TCGA.BA.A6DD.01A	HNSC	0.44934046
TCGA.BA.A6DE.01A	HNSC	0.357729313
TCGA.BA.A6DG.01A	HNSC	0.367610352
TCGA.BA.A6DI.01A	HNSC	0.331469101
TCGA.BA.A6DJ.01A	HNSC	0.485388496
TCGA.BA.A6DL.01A	HNSC	0.202628836
TCGA.BA.A8YP.01A	HNSC	0.256375984
TCGA.BB.4217.01A	HNSC	0.363068861
TCGA.BB.4223.01A	HNSC	0.442038723
TCGA.BB.4224.01A	HNSC	0.127360177
TCGA.BB.4225.01A	HNSC	0.415782715
TCGA.BB.4227.01A	HNSC	0.133206375
TCGA.BB.4228.01A	HNSC	0.391754999
TCGA.BB.8596.01A	HNSC	0.349716484
TCGA.BB.8601.01A	HNSC	-0.053095538
TCGA.BB.A5HU.01A	HNSC	0.251961538
TCGA.BB.A5HY.01A	HNSC	0.249811354
TCGA.BB.A5HZ.01A	HNSC	0.23194159
TCGA.BB.A6UM.01A	HNSC	0.40656625
TCGA.BB.A6UO.01A	HNSC	0.299500338
TCGA.C9.A47Z.01A	HNSC	0.398771261
TCGA.C9.A480.01A	HNSC	0.340662607
TCGA.CN.4722.01A	HNSC	0.191106224
TCGA.CN.4723.01A	HNSC	0.4172743
TCGA.CN.4725.01A	HNSC	0.24961103
TCGA.CN.4726.01A	HNSC	0.284620448
TCGA.CN.4727.01A	HNSC	0.058629131
TCGA.CN.4728.01A	HNSC	0.483410438
TCGA.CN.4729.01A	HNSC	0.280090263
TCGA.CN.4730.01A	HNSC	0.163725088
TCGA.CN.4731.01A	HNSC	0.133921853
TCGA.CN.4733.01A	HNSC	0.599192469
TCGA.CN.4734.01A	HNSC	0.446613764
TCGA.CN.4735.01A	HNSC	0.371208396
TCGA.CN.4736.01A	HNSC	0.536849927
TCGA.CN.4737.01A	HNSC	0.256032981
TCGA.CN.4738.01A	HNSC	0.416805041
TCGA.CN.4739.01A	HNSC	0.259027103
TCGA.CN.4740.01A	HNSC	0.427497168
TCGA.CN.4741.01A	HNSC	0.195424795
TCGA.CN.4742.01A	HNSC	0.320766422
TCGA.CN.5355.01A	HNSC	0.247515199
TCGA.CN.5356.01A	HNSC	0.208902526
TCGA.CN.5358.01A	HNSC	0.541826285
TCGA.CN.5359.01A	HNSC	0.475761798
TCGA.CN.5360.01A	HNSC	0.478646085
TCGA.CN.5361.01A	HNSC	0.36544287
TCGA.CN.5363.01A	HNSC	0.466991338
TCGA.CN.5364.01A	HNSC	0.301090793
TCGA.CN.5365.01A	HNSC	0.453694849
TCGA.CN.5366.01A	HNSC	0.408861748
TCGA.CN.5367.01A	HNSC	0.278866916
TCGA.CN.5369.01A	HNSC	0.563358597
TCGA.CN.5370.01A	HNSC	0.553798824
TCGA.CN.5373.01A	HNSC	0.519150088
TCGA.CN.5374.01A	HNSC	0.402081818
TCGA.CN.6010.01A	HNSC	0.278696036
TCGA.CN.6011.01A	HNSC	0.271107673
TCGA.CN.6012.01A	HNSC	0.450686958
TCGA.CN.6013.01A	HNSC	0.502843209
TCGA.CN.6016.01A	HNSC	0.333080109
TCGA.CN.6017.01A	HNSC	0.584709447
TCGA.CN.6018.01A	HNSC	0.482729406
TCGA.CN.6019.01A	HNSC	0.461040856
TCGA.CN.6020.01A	HNSC	0.41903835
TCGA.CN.6021.01A	HNSC	0.189729025
TCGA.CN.6022.01A	HNSC	0.255701954
TCGA.CN.6023.01A	HNSC	0.408164862
TCGA.CN.6024.01A	HNSC	0.15385755
TCGA.CN.6988.01A	HNSC	0.013101261
TCGA.CN.6989.01A	HNSC	0.330137236
TCGA.CN.6992.01A	HNSC	0.180282378
TCGA.CN.6994.01A	HNSC	0.178327374
TCGA.CN.6995.01A	HNSC	0.472189274
TCGA.CN.6996.01A	HNSC	0.539244458
TCGA.CN.6997.01A	HNSC	0.147514827
TCGA.CN.6998.01A	HNSC	0.347899225
TCGA.CN.A497.01A	HNSC	0.298107695
TCGA.CN.A498.01A	HNSC	0.399678469
TCGA.CN.A499.01A	HNSC	0.481333514
TCGA.CN.A49A.01A	HNSC	0.082392227
TCGA.CN.A49B.01A	HNSC	0.456214737
TCGA.CN.A49C.01A	HNSC	0.206297343
TCGA.CN.A63T.01A	HNSC	0.487624538
TCGA.CN.A63U.01A	HNSC	0.172207895
TCGA.CN.A63V.01A	HNSC	0.111158997
TCGA.CN.A63W.01A	HNSC	0.353721273
TCGA.CN.A641.01A	HNSC	0.07120443
TCGA.CN.A642.01A	HNSC	0.415682724
TCGA.CN.A6UY.01A	HNSC	0.377830845
TCGA.CN.A6V1.01A	HNSC	0.536052367
TCGA.CN.A6V3.01A	HNSC	0.4638363
TCGA.CN.A6V6.01A	HNSC	0.473268912
TCGA.CN.A6V7.01A	HNSC	0.228349317
TCGA.CQ.5323.01A	HNSC	0.396920673
TCGA.CQ.5324.01A	HNSC	0.407499924
TCGA.CQ.5325.01A	HNSC	0.56505971
TCGA.CQ.5326.01A	HNSC	0.335100888
TCGA.CQ.5327.01A	HNSC	0.490531783
TCGA.CQ.5329.01A	HNSC	0.466157786
TCGA.CQ.5330.01A	HNSC	0.503940011
TCGA.CQ.5331.01A	HNSC	0.575651026
TCGA.CQ.5332.01A	HNSC	0.203192325
TCGA.CQ.5333.01A	HNSC	0.520608906
TCGA.CQ.5334.01A	HNSC	0.489439348
TCGA.CQ.6218.01A	HNSC	0.450093287
TCGA.CQ.6219.01A	HNSC	0.509300467
TCGA.CQ.6220.01A	HNSC	0.342471091
TCGA.CQ.6221.01A	HNSC	0.253294336
TCGA.CQ.6222.01A	HNSC	0.495854994
TCGA.CQ.6223.01A	HNSC	0.408502014
TCGA.CQ.6224.01A	HNSC	0.385761129
TCGA.CQ.6225.01A	HNSC	0.03609199
TCGA.CQ.6227.01A	HNSC	0.408719986
TCGA.CQ.6228.01A	HNSC	0.250968467
TCGA.CQ.6229.01A	HNSC	0.44174434
TCGA.CQ.7063.01A	HNSC	0.517092144
TCGA.CQ.7065.01A	HNSC	-0.005472044
TCGA.CQ.7068.01A	HNSC	0.522973636
TCGA.CQ.7069.01A	HNSC	0.34024913
TCGA.CQ.7071.01A	HNSC	0.42979347
TCGA.CQ.7072.01A	HNSC	0.140048464
TCGA.CQ.A4C6.01A	HNSC	0.456524153
TCGA.CQ.A4C7.01A	HNSC	0.333972569
TCGA.CQ.A4C9.01A	HNSC	0.249189785
TCGA.CQ.A4CA.01A	HNSC	0.536881599
TCGA.CQ.A4CB.01A	HNSC	0.433832106
TCGA.CQ.A4CD.01A	HNSC	0.388387963
TCGA.CQ.A4CE.01A	HNSC	0.390272349
TCGA.CQ.A4CG.01A	HNSC	0.285941941
TCGA.CQ.A4CH.01A	HNSC	0.256386522
TCGA.CQ.A4CI.01A	HNSC	0.083841099
TCGA.CR.5243.01A	HNSC	0.271211689
TCGA.CR.5247.01A	HNSC	0.090115539
TCGA.CR.5248.01A	HNSC	0.535959154
TCGA.CR.5249.01A	HNSC	0.392051092
TCGA.CR.5250.01A	HNSC	0.25631058
TCGA.CR.6467.01A	HNSC	0.46509809
TCGA.CR.6470.01A	HNSC	0.498380666
TCGA.CR.6471.01A	HNSC	0.464765559
TCGA.CR.6472.01A	HNSC	0.302189034
TCGA.CR.6473.01A	HNSC	0.31153085
TCGA.CR.6474.01A	HNSC	0.457605483
TCGA.CR.6477.01A	HNSC	0.376533751
TCGA.CR.6478.01A	HNSC	0.609124473
TCGA.CR.6480.01A	HNSC	0.224988631
TCGA.CR.6481.01A	HNSC	0.563443196
TCGA.CR.6482.01A	HNSC	0.486320685
TCGA.CR.6484.01A	HNSC	0.489355016
TCGA.CR.6487.01A	HNSC	0.554728637
TCGA.CR.6488.01A	HNSC	0.369577902
TCGA.CR.6491.01A	HNSC	0.220564942
TCGA.CR.6492.01A	HNSC	0.441514036
TCGA.CR.6493.01A	HNSC	0.332080036
TCGA.CR.7364.01A	HNSC	0.263814808
TCGA.CR.7365.01A	HNSC	0.272817781
TCGA.CR.7367.01A	HNSC	0.366473971
TCGA.CR.7368.01A	HNSC	0.354265299
TCGA.CR.7369.01A	HNSC	0.300195052
TCGA.CR.7370.01A	HNSC	0.327197741
TCGA.CR.7371.01A	HNSC	0.433509104
TCGA.CR.7372.01A	HNSC	0.298674359
TCGA.CR.7373.01A	HNSC	0.52401019
TCGA.CR.7374.01A	HNSC	0.236399748
TCGA.CR.7376.01A	HNSC	0.61585148
TCGA.CR.7377.01A	HNSC	0.503266134
TCGA.CR.7379.01A	HNSC	0.249498077
TCGA.CR.7380.01A	HNSC	0.326997992
TCGA.CR.7382.01A	HNSC	0.579426787
TCGA.CR.7383.01A	HNSC	0.485989445
TCGA.CR.7385.01A	HNSC	0.430628867
TCGA.CR.7386.01A	HNSC	0.47798753
TCGA.CR.7388.01A	HNSC	0.439468456
TCGA.CR.7389.01A	HNSC	0.287013624
TCGA.CR.7390.01A	HNSC	0.194443974
TCGA.CR.7391.01A	HNSC	0.519229532
TCGA.CR.7392.01A	HNSC	0.534212315
TCGA.CR.7393.01A	HNSC	0.506533462
TCGA.CR.7394.01A	HNSC	0.490005398
TCGA.CR.7395.01A	HNSC	0.567449059
TCGA.CR.7397.01A	HNSC	0.391380111
TCGA.CR.7398.01A	HNSC	0.245361875
TCGA.CR.7399.01A	HNSC	0.49817183
TCGA.CR.7401.01A	HNSC	0.377909127
TCGA.CR.7402.01A	HNSC	0.215079723
TCGA.CR.7404.01A	HNSC	0.487007115
TCGA.CV.5430.01A	HNSC	0.357280221
TCGA.CV.5431.01A	HNSC	0.475454624
TCGA.CV.5432.01A	HNSC	0.204369237
TCGA.CV.5434.01A	HNSC	0.420009773
TCGA.CV.5435.01A	HNSC	0.101881129
TCGA.CV.5436.01A	HNSC	0.352349399
TCGA.CV.5439.01A	HNSC	0.340754297
TCGA.CV.5440.01A	HNSC	0.20095233
TCGA.CV.5441.01A	HNSC	0.267989092
TCGA.CV.5442.01A	HNSC	0.029035888
TCGA.CV.5443.01A	HNSC	0.479519769
TCGA.CV.5444.01A	HNSC	0.43994218
TCGA.CV.5966.01A	HNSC	0.507221573
TCGA.CV.5970.01A	HNSC	0.305519462
TCGA.CV.5971.01A	HNSC	0.526825999
TCGA.CV.5973.01A	HNSC	0.23533016
TCGA.CV.5976.01A	HNSC	0.264407025
TCGA.CV.5977.01A	HNSC	0.355219098
TCGA.CV.5978.01A	HNSC	0.271536523
TCGA.CV.5979.01A	HNSC	0.228393456
TCGA.CV.6003.01A	HNSC	0.32539047
TCGA.CV.6433.01A	HNSC	0.441092934
TCGA.CV.6436.01A	HNSC	0.543791292
TCGA.CV.6441.01A	HNSC	0.009747761
TCGA.CV.6933.01A	HNSC	0.266787066
TCGA.CV.6934.01A	HNSC	0.469892484
TCGA.CV.6935.01A	HNSC	0.222076371
TCGA.CV.6936.01A	HNSC	0.350275437
TCGA.CV.6937.01A	HNSC	0.113751188
TCGA.CV.6938.01A	HNSC	0.479877444
TCGA.CV.6939.01A	HNSC	0.475304003
TCGA.CV.6940.01A	HNSC	0.128120766
TCGA.CV.6941.01A	HNSC	0.34059713
TCGA.CV.6942.01A	HNSC	0.581277085
TCGA.CV.6943.01A	HNSC	0.589765546
TCGA.CV.6945.01A	HNSC	0.059080265
TCGA.CV.6948.01A	HNSC	0.398803733
TCGA.CV.6950.01A	HNSC	0.331329053
TCGA.CV.6951.01A	HNSC	0.104778375
TCGA.CV.6952.01A	HNSC	0.457032876
TCGA.CV.6953.01A	HNSC	0.286357177
TCGA.CV.6954.01A	HNSC	0.360250212
TCGA.CV.6955.01A	HNSC	0.278115837
TCGA.CV.6956.01A	HNSC	0.023118432
TCGA.CV.6959.01A	HNSC	0.504959444
TCGA.CV.6960.01A	HNSC	-0.066995449
TCGA.CV.6961.01A	HNSC	0.264303318
TCGA.CV.6962.01A	HNSC	0.083357138
TCGA.CV.7089.01A	HNSC	0.412765149
TCGA.CV.7090.01A	HNSC	0.497865704
TCGA.CV.7091.01A	HNSC	0.374775872
TCGA.CV.7095.01A	HNSC	0.259515812
TCGA.CV.7097.01A	HNSC	0.455734772
TCGA.CV.7099.01A	HNSC	0.395388112
TCGA.CV.7100.01A	HNSC	0.456128501
TCGA.CV.7101.01A	HNSC	0.396566759
TCGA.CV.7102.01A	HNSC	0.39338049
TCGA.CV.7103.01A	HNSC	0.273323938
TCGA.CV.7104.01A	HNSC	0.408400365
TCGA.CV.7177.01A	HNSC	0.101770097
TCGA.CV.7178.01A	HNSC	0.362053278
TCGA.CV.7180.01A	HNSC	0.232201147
TCGA.CV.7183.01A	HNSC	0.049146819
TCGA.CV.7235.01A	HNSC	0.410988529
TCGA.CV.7236.01A	HNSC	0.336903717
TCGA.CV.7238.01A	HNSC	0.455597201
TCGA.CV.7242.01A	HNSC	0.370127197
TCGA.CV.7243.01A	HNSC	0.285082854
TCGA.CV.7245.01A	HNSC	0.129806402
TCGA.CV.7247.01A	HNSC	0.185297759
TCGA.CV.7248.01A	HNSC	0.372100796
TCGA.CV.7250.01A	HNSC	0.283185551
TCGA.CV.7252.01A	HNSC	0.379274949
TCGA.CV.7253.01A	HNSC	-0.07526625
TCGA.CV.7254.01A	HNSC	0.499647828
TCGA.CV.7255.01A	HNSC	0.125421641
TCGA.CV.7261.01A	HNSC	0.318500131
TCGA.CV.7263.01A	HNSC	0.428214863
TCGA.CV.7406.01A	HNSC	0.168631937
TCGA.CV.7407.01A	HNSC	0.254421541
TCGA.CV.7410.01A	HNSC	0.482261126
TCGA.CV.7411.01A	HNSC	0.282469496
TCGA.CV.7413.01A	HNSC	0.369152545
TCGA.CV.7414.01A	HNSC	0.141414747
TCGA.CV.7415.01A	HNSC	0.419817528
TCGA.CV.7416.01A	HNSC	0.226204416
TCGA.CV.7418.01A	HNSC	0.339701315
TCGA.CV.7421.01A	HNSC	0.299335875
TCGA.CV.7422.01A	HNSC	0.353066601
TCGA.CV.7423.01A	HNSC	0.228580932
TCGA.CV.7424.01A	HNSC	0.352826434
TCGA.CV.7425.01A	HNSC	0.419788073
TCGA.CV.7427.01A	HNSC	0.491193542
TCGA.CV.7428.01A	HNSC	0.480529741
TCGA.CV.7429.01A	HNSC	0.284753752
TCGA.CV.7430.01A	HNSC	0.023067754
TCGA.CV.7432.01A	HNSC	0.247339196
TCGA.CV.7433.01A	HNSC	0.51623706
TCGA.CV.7434.01A	HNSC	0.378516279
TCGA.CV.7435.01A	HNSC	0.415892584
TCGA.CV.7437.01A	HNSC	0.152692766
TCGA.CV.7438.01A	HNSC	0.4119141
TCGA.CV.7440.01A	HNSC	0.283242289
TCGA.CV.7446.01A	HNSC	0.299515723
TCGA.CV.7568.01A	HNSC	0.244368924
TCGA.CV.A45O.01A	HNSC	0.2435844
TCGA.CV.A45P.01A	HNSC	0.261618266
TCGA.CV.A45Q.01A	HNSC	0.294231711
TCGA.CV.A45R.01A	HNSC	0.423873119
TCGA.CV.A45T.01A	HNSC	0.610708734
TCGA.CV.A45U.01A	HNSC	0.243970343
TCGA.CV.A45V.01A	HNSC	0.36148745
TCGA.CV.A45W.01A	HNSC	0.473088622
TCGA.CV.A45X.01A	HNSC	0.149775494
TCGA.CV.A45Y.01A	HNSC	0.463445127
TCGA.CV.A45Z.01A	HNSC	0.464854729
TCGA.CV.A460.01A	HNSC	0.484972977
TCGA.CV.A461.01A	HNSC	0.532531579
TCGA.CV.A463.01A	HNSC	0.193301896
TCGA.CV.A464.01A	HNSC	0.466982588
TCGA.CV.A465.01A	HNSC	0.169299099
TCGA.CV.A468.01A	HNSC	0.51134367
TCGA.CV.A6JD.01A	HNSC	0.445512536
TCGA.CV.A6JE.01A	HNSC	0.389261296
TCGA.CV.A6JM.01A	HNSC	0.273871141
TCGA.CV.A6JN.01A	HNSC	0.437094104
TCGA.CV.A6JO.01B	HNSC	0.473231097
TCGA.CV.A6JT.01A	HNSC	0.399662286
TCGA.CV.A6JU.01A	HNSC	0.218272317
TCGA.CV.A6JY.01A	HNSC	0.075918467
TCGA.CV.A6JZ.01A	HNSC	0.487244794
TCGA.CV.A6K0.01B	HNSC	0.530528252
TCGA.CV.A6K1.01A	HNSC	0.300962117
TCGA.CV.A6K2.01A	HNSC	0.336108701
TCGA.CX.7082.01A	HNSC	0.39844601
TCGA.CX.7085.01A	HNSC	0.56931698
TCGA.CX.7086.01A	HNSC	0.241826733
TCGA.CX.7219.01A	HNSC	0.427299488
TCGA.CX.A4AQ.01A	HNSC	0.449522467
TCGA.D6.6515.01A	HNSC	0.503859909
TCGA.D6.6516.01A	HNSC	0.403417801
TCGA.D6.6517.01A	HNSC	0.300137022
TCGA.D6.6823.01A	HNSC	0.320999909
TCGA.D6.6824.01A	HNSC	0.460409499
TCGA.D6.6825.01A	HNSC	0.522407207
TCGA.D6.6826.01A	HNSC	0.483179633
TCGA.D6.6827.01A	HNSC	0.260840652
TCGA.D6.8568.01A	HNSC	0.467519933
TCGA.D6.8569.01A	HNSC	0.379489861
TCGA.D6.A4Z9.01A	HNSC	0.409072949
TCGA.D6.A4ZB.01A	HNSC	0.223959045
TCGA.D6.A6EK.01A	HNSC	0.417575027
TCGA.D6.A6EM.01A	HNSC	0.557907455
TCGA.D6.A6EN.01A	HNSC	0.506086838
TCGA.D6.A6EO.01A	HNSC	0.245481396
TCGA.D6.A6EP.01A	HNSC	0.157510034
TCGA.D6.A6EQ.01A	HNSC	0.450622732
TCGA.D6.A6ES.01A	HNSC	0.159060084
TCGA.D6.A74Q.01A	HNSC	0.301291
TCGA.DQ.5624.01A	HNSC	0.307565692
TCGA.DQ.5625.01A	HNSC	0.479324495
TCGA.DQ.5629.01A	HNSC	0.120179181
TCGA.DQ.5630.01A	HNSC	0.509279748
TCGA.DQ.5631.01A	HNSC	0.09306813
TCGA.DQ.7588.01A	HNSC	0.058294785
