,logFC,logCPM,LR,PValue,FDR,gene
15768,0.646557018470237,2.74775782427923,16.9259142286782,3.88673382565968e-05,0.000463492301001646,WDR27
10868,-0.535254135782996,7.72244584707182,16.9056135705615,3.92852311836411e-05,0.000468134709002734,CAPN2
5747,0.490970615838622,4.53593246055582,16.9009162107414,3.93825689496093e-05,0.000468953310117784,MGME1
37313,0.677822479014941,1.93052547503967,16.8911074405009,3.95866067652753e-05,0.000471040343435939,MTFP1
3611,-0.419792412717729,6.96655907184708,16.8829512608193,3.9757077067015e-05,0.000472725216280492,PRKAR1A
15585,0.583530565867451,2.04016216629411,16.8729799487481,3.99664879121375e-05,0.000474870324082313,TRIM52
7233,-0.493442816055476,8.70368098145226,16.8681621927441,4.00680641520912e-05,0.000475731990110362,ITM2B
7569,1.03934461973586,1.46136899279665,16.8663157799618,4.0107062164552e-05,0.000475849948420442,GCHFR
13221,-0.71887574024227,6.30834023094526,16.858121170405,4.02806011685371e-05,0.000477403898925632,LAMB2
11273,-0.405904393057831,4.45941057186379,16.8573791158855,4.02963530394688e-05,0.000477403898925632,ARFIP1
13855,0.866012951921081,3.6852966403687,16.8501627994846,4.04498597946352e-05,0.000478876033562952,DDIT3
12452,1.31313615126603,-0.934913605068118,16.8411322954452,4.06427866705256e-05,0.000480812388841412,IL12A
5720,0.506625787700963,2.93388241095336,16.834248417206,4.07904743353774e-05,0.000482211145338003,NAPB
10196,-0.867696466794275,3.35545851242923,16.8167914920812,4.11674209865713e-05,0.000486316149937325,MRAS
16727,0.781290250425744,2.39696039065891,16.8148241313802,4.12101210912045e-05,0.000486469583724796,ZP3
15009,-0.623984083273516,4.68511264620658,16.80466035188,4.14314286015022e-05,0.000488729668942648,HIGD1A
17586,-2.70521856159452,-2.56790817439205,16.7899620071797,4.17535873548736e-05,0.000492175295724511,CYP2A13
7024,1.36262854058904,1.33144176118591,16.7826436821033,4.19149285095614e-05,0.00049372167229284,RNFT2
7203,-1.27262036173332,-0.750645979683923,16.7760968745979,4.2059791706977e-05,0.000495071868884496,STAB2
3812,-0.799388278510873,6.84925330945405,16.7735550840298,4.21161702271171e-05,0.000495379349948699,VWF
17013,-0.767243763946993,5.33785239318717,16.7696840010039,4.22021792903345e-05,0.000496034660100967,IL1RAP
2310,0.640071611738795,2.23807251905891,16.7654968181917,4.22954103788475e-05,0.000496773855188573,HDAC10
15215,0.747963857925218,0.377718451345594,16.7587246839945,4.24466360082673e-05,0.000498013511460528,ARL6IP4
6165,-0.459289863097489,4.98358770212856,16.7580474707598,4.24617884321076e-05,0.000498013511460528,ITFG1
7425,0.529983254905585,5.38988938183163,16.7506835036967,4.26269062529763e-05,0.000499592223392971,CNPY3
15342,-1.44822722741431,-0.396159179610803,16.7468629449433,4.27128265217768e-05,0.000500241136366989,MAFA
16444,1.65406893975368,-0.0697978217741647,16.7152988783193,4.34293625854418e-05,0.000508269445040342,FOXD3
1493,-0.494947327157827,5.8987478230372,16.7101104787322,4.35482956310334e-05,0.0005092089113816,RAB21
11859,1.26110070457743,1.50961137621717,16.7090851926663,4.35718368561426e-05,0.0005092089113816,ZMAT1
25458,7.62321225504428,-1.45393362268225,16.6908793505507,4.3991991776487e-05,0.000513752411809146,LINC02629
28949,4.16839024545104,-2.12618122091379,16.6855001694083,4.41169104619718e-05,0.000514779786504662,
6036,0.439648268713936,4.05471234987278,16.6841143767256,4.41491499307437e-05,0.000514779786504662,PRKRIP1
5865,-1.38325146088591,-2.00303149520877,16.6830345844361,4.4174286938194e-05,0.000514779786504662,PZP
31587,1.9341293983903,-1.19630440516877,16.6803429364762,4.42370097710782e-05,0.000514831171486501,
20251,-0.979642773751902,3.53180064688627,16.6801467820138,4.42415842106826e-05,0.000514831171486501,CFI
16181,0.730369726085575,3.49743108273153,16.6743552903188,4.437685978708e-05,0.000516038583305299,GSAP
3923,0.717629559700109,3.81467155504636,16.6643184848755,4.46122814436542e-05,0.000518408008571292,CDCA3
3649,-0.505509053536975,3.9437782358487,16.6610160136767,4.46900178893113e-05,0.000518943023334535,USP46
9385,-0.453946611321936,4.50171312620639,16.6491867553587,4.496958452722e-05,0.000521819282398421,EIF4E
10600,0.649003175368098,2.2132200571512,16.6463325774003,4.50373016000872e-05,0.000522234942704127,U2AF1L4
17668,0.651732126946258,3.05894781345633,16.6426894000462,4.51238871240035e-05,0.000522718400809324,PRIM1
6861,-2.46497922593259,-0.0657436617079962,16.6413958535989,4.51546704220096e-05,0.000522718400809324,HMGCS2
52711,0.927836880465001,1.05142515282071,16.6405516549768,4.51747717061744e-05,0.000522718400809324,
42293,-1.11264519256805,0.5032298538431,16.6382649464148,4.52292659169942e-05,0.00052281672146573,PCDHGB6
7178,-1.24004976230586,-0.0686451268885812,16.6375158400419,4.52471321270958e-05,0.00052281672146573,SLC19A3
11755,5.97224716025652,-0.936624466054731,16.6309054667562,4.54050976199237e-05,0.000524271976961221,PASD1
19778,0.57594811212089,2.4953768775735,16.6246679479504,4.55546615621432e-05,0.000525628240843531,ARRDC1-AS1
14194,1.39975245139699,4.55017031906149,16.6195425782881,4.56779289188797e-05,0.000526679387456913,TCIM
2356,2.70192048441162,-0.214040747615275,16.607635389483,4.59655980690241e-05,0.000529495166088148,CHGA
11926,-0.505419777397087,5.24614596927065,16.6067601375563,4.59868152554417e-05,0.000529495166088148,CASC4
6668,-0.472488191366887,6.70961607183533,16.5959712615362,4.62491611051718e-05,0.000532141612631748,SERINC3
22653,-0.446222679868413,7.70479382144429,16.5740403601198,4.67870876099748e-05,0.000537952939212161,PPP1CB
7087,0.428269837661646,5.87211858252327,16.5585354993881,4.71711863183878e-05,0.000541988655151554,CDK4
10018,-0.90121344203281,5.37088650554407,16.5470942035149,4.74566507141474e-05,0.000544886214686351,RAB11FIP1
13127,2.01844057448677,3.2272849440048,16.5442290938639,4.75284077530871e-05,0.000545327694562926,NMRAL2P
10711,-0.926377505993656,3.99130196467686,16.5382235073917,4.76791726275157e-05,0.000546429371146365,TPCN2
16572,4.36710834898397,-1.73438510330636,16.5370060958669,4.77097932221413e-05,0.000546429371146365,LIN28B
4455,-1.97326487950267,0.116827059203126,16.5344936561775,4.77730491650305e-05,0.000546429371146365,PRKAG3
8065,-1.42751591687609,-1.49514210542351,16.5338904363872,4.77882490386138e-05,0.000546429371146365,MYOCD
7923,-0.815969982692366,4.0412055201396,16.5324651904661,4.78241815662588e-05,0.000546429371146365,FBLN5
57802,-2.01679259662529,1.7676103991431,16.5324459044536,4.78246679809895e-05,0.000546429371146365,
14898,1.919100636984,-2.08462463534875,16.5252919359715,4.80054426189808e-05,0.000548112351464835,PRR26
10562,0.712614619609456,4.60757662839835,16.5170495481218,4.82145726523042e-05,0.000550116514310925,TONSL
9961,-1.29188567613057,0.860112604877324,16.5042871668557,4.85401950033261e-05,0.000553129579132218,ADAMTSL3
13530,-0.572575832260706,6.67400649625887,16.5040281154608,4.85468273470221e-05,0.000553129579132218,EHBP1L1
10267,0.435068294970919,5.05547532730857,16.5027329776696,4.85799996819233e-05,0.000553129579132218,USF1
20073,1.72075433032674,1.33679040828259,16.4974913946842,4.87144851588331e-05,0.000554275375611935,RANBP17
3534,0.546162578782496,5.66709111851348,16.495051374724,4.87772173939956e-05,0.000554603736383257,CDK5RAP3
2795,1.15153246063318,0.797503997636412,16.485482632776,4.90240119362202e-05,0.000557023003075457,RHBDL1
8711,-1.62725258084862,-1.46775045896641,16.4746454305364,4.9305038881688e-05,0.000559827601671205,ROPN1L
8936,-0.615070188053645,4.27202680779356,16.4690782454025,4.94500346045707e-05,0.000561084834775216,CCDC120
48827,-0.479776112173908,4.74920423843478,16.4514202057192,4.99127758849196e-05,0.00056568874157059,SRSF8
46887,0.78635984027351,1.27670739095089,16.4509601319378,4.99248904641484e-05,0.00056568874157059,
212,-0.477564721193778,6.16925811451024,16.444405234022,5.00978143333734e-05,0.000567255542240887,SPAG9
4586,-0.414813833179415,5.47354055178501,16.4353069547236,5.03388333756055e-05,0.000569590683385479,MEF2D
6119,1.26843213101986,-0.775345823135565,16.4321156745084,5.04236482767811e-05,0.000569834581666627,USP6
12417,-1.5732996826578,-0.764834154833641,16.4318770855942,5.04299950427498e-05,0.000569834581666627,VWA3B
8554,0.743824323281952,4.41122534618028,16.3987997957147,5.13177134405442e-05,0.00057946546356002,CDCA7
18012,-0.545908979255707,6.10433284674169,16.3849711551774,5.16934845381009e-05,0.000583306286934752,PJA2
7356,0.473821555471263,3.6586406728059,16.3826719772897,5.17562287130314e-05,0.000583612074874975,SLC2A8
3790,0.439048922338095,3.9905883021807,16.3773160997144,5.19026868388461e-05,0.000584860765046406,NAA40
34337,1.81629892605259,-2.02123856358331,16.3722947507843,5.20403756667813e-05,0.000586008989540722,
14609,0.800599336380384,4.71292157618937,16.370288321606,5.20954959781587e-05,0.000586226498728792,AURKB
59495,-2.87166099975459,-1.28769819270235,16.3664968983543,5.21998137009154e-05,0.000586685909871224,
16156,0.907053193268053,0.771272178044595,16.3662001631116,5.22079869713781e-05,0.000586685909871224,SDHAP3
7357,-0.893502054252464,5.41610817663128,16.3572906806474,5.24539898897241e-05,0.000589046074392629,ANGPTL2
3092,1.20527651748551,3.68086280637985,16.353294814806,5.25646994664067e-05,0.000589884732257353,NKG7
6265,-0.562510106503612,6.19460383767459,16.3494474919742,5.26715155256527e-05,0.000590176712393057,AFDN
12180,0.992022787569803,2.61603360119243,16.3483075920464,5.27032053022323e-05,0.000590176712393057,SERPINF2
30161,2.78829283646776,-2.62194253474511,16.3479092951099,5.27142826715279e-05,0.000590176712393057,NFE4
16758,0.498662682306323,3.41324330558409,16.3454685116292,5.2782216495075e-05,0.000590176712393057,C19orf54
16428,-0.60136585061719,5.50994690209419,16.3436034870574,5.28341846678139e-05,0.000590176712393057,TEAD1
4854,-1.0357964028899,8.46344157065707,16.3420183536972,5.2878394229178e-05,0.000590176712393057,PPL
52335,0.88774278321836,0.565552215556007,16.3414204290148,5.28950800815377e-05,0.000590176712393057,PTOV1-AS2
8342,-1.08821667828435,3.78866144810105,16.3408299023187,5.29115646803174e-05,0.000590176712393057,DPT
7498,-1.28256145629004,1.47623951524658,16.3407022276516,5.29151294077449e-05,0.000590176712393057,SLCO5A1
2010,0.404218977466269,4.72499688960571,16.3365883302917,5.30301204047289e-05,0.00059105661088266,AAAS
11536,-0.981854622079804,3.38884098010309,16.331225088587,5.31804102965122e-05,0.000592328474683533,SVEP1
13245,-1.01483738986318,0.702467713005665,16.3177009762402,5.35612903363708e-05,0.000595976523836114,FRMD3
8701,-0.599174985291025,5.78826465837136,16.3170129922305,5.35807392100873e-05,0.000595976523836114,SETD7
16321,1.30574228554195,1.57588907692629,16.3135756900644,5.36780159998667e-05,0.000596653194817256,HPDL
5879,-0.96026065601918,2.46377633273194,16.3082734322723,5.38284200369864e-05,0.000597919078199172,ARMCX1
611,-0.772166076191766,2.91421109606107,16.2946895827798,5.42156764360334e-05,0.000601812386635372,GPM6B
3602,0.471314272684662,5.6965323761584,16.2933291356686,5.42546148789663e-05,0.000601836591743438,LUC7L3
15619,0.578692529493763,2.83491417795314,16.2900554980571,5.43484275682391e-05,0.000602469062000527,LIN9
8600,-1.19610129183728,0.176188193992646,16.274490489305,5.47967108112445e-05,0.000606457620923195,GASK1A
16610,-2.79955177365149,6.0278418556429,16.2739906401175,5.48111682797402e-05,0.000606457620923195,DMBT1
11656,-0.576414784015946,4.74229175690086,16.2737076962957,5.48193537510736e-05,0.000606457620923195,PDZD8
17196,0.809238303822143,2.43774678884615,16.2363760778027,5.5910197363695e-05,0.000618107806506265,XRCC2
7774,-1.57355611569371,0.0964780008407326,16.2185045210281,5.64401111174632e-05,0.000622894738548757,PIK3C2G
1373,-0.923560372151875,4.9715328255842,16.2180367927765,5.64540474554923e-05,0.000622894738548757,PPP1R12B
3709,-1.50249195941261,2.12618278415976,16.2179267893815,5.64573255974077e-05,0.000622894738548757,PPARGC1A
20323,-3.42523136027889,-1.78389171596884,16.2157135499241,5.65233216390505e-05,0.00062320292605803,TECRL
5822,0.509595806007127,5.45791347373891,16.212531328285,5.66183475116244e-05,0.000623830554379425,IRF3
10155,0.717500187616878,4.99265677805219,16.2002304745821,5.69871825544513e-05,0.000627472185584419,TNFRSF14
4992,0.748492451645315,4.20059836744319,16.1838768854824,5.74812813224584e-05,0.000632487244013851,HELLS
17842,-1.74537613155457,3.89002898019362,16.1795631655876,5.76123303805983e-05,0.000633503482418761,FAM3D
2851,1.58839845524153,2.0704926012817,16.1559506451352,5.83350112968553e-05,0.000641019557022424,AP3B2
7473,-0.749378401839733,4.22848591272668,16.1342534799738,5.90071063728125e-05,0.00064797005542727,CPEB2
14614,-1.96773885222559,-0.3141068823915,16.1042454745646,5.9949492453307e-05,0.000657877372612598,KLHDC7A
9772,-0.549745659320597,4.05551009234405,16.1008698288683,6.00564456042905e-05,0.000658407398889823,SH3RF1
22390,-1.27970321246978,0.419048333960025,16.1001834092209,6.00782174275573e-05,0.000658407398889823,
10185,1.12119692525236,2.78606272208872,16.0943855707838,6.02624299392517e-05,0.000659765314960642,RHPN1
10748,1.33445267104833,-0.532105911471681,16.0937481803586,6.02827161290613e-05,0.000659765314960642,AKR7A3
3447,-0.469834961316573,5.03461852795872,16.0711570524206,6.10061756725007e-05,0.000667237217291819,CCSER2
5981,-0.902048800308462,7.7920719036715,16.0650351632247,6.12037228257528e-05,0.000668587388081667,
9962,-1.83818989358111,0.227407585632014,16.0648009732828,6.12112926607475e-05,0.000668587388081667,ART3
5264,-1.30776385406727,1.04184958642523,16.0508132020045,6.1665138095176e-05,0.000673095537354878,PTGFR
519,-0.591083645089444,7.15346472773961,16.0490537196199,6.17224651483912e-05,0.000673272432961099,VCL
2845,-1.09555198175872,0.361513792219224,16.0387623966234,6.20588499519525e-05,0.000676491045448281,CORO2B
619,-0.532629663370576,4.43536163184524,16.0374948634929,6.21004081937433e-05,0.000676493668234304,FAM214A
1219,2.189575889587,1.48144170135052,16.0355790048779,6.21632760276053e-05,0.000676728270212754,CYP2W1
1095,-0.962750019033899,0.131851132614708,16.0312199916758,6.23065532246701e-05,0.000677837339500016,GUCY2C
11130,-0.676883200333927,5.39798637410312,16.0239175563658,6.25473229600081e-05,0.000680004859777034,GYG1
9350,0.652813491302755,2.3973144906172,16.0179000211144,6.27464311755615e-05,0.000681716866381864,ABCB9
9062,2.14508807715537,1.29425406475147,16.0164407290976,6.27948121967639e-05,0.000681790092902927,CRB2
3983,-0.467703714383711,4.30291158783303,16.0138249642207,6.28816285663898e-05,0.000682280254816103,HINT3
15900,-0.791425973702346,1.8731237707822,16.0039752584647,6.32096215732925e-05,0.000684636272681374,CA13
6844,-0.693200013332361,2.93013152999987,16.0038285903152,6.3214518569757e-05,0.000684636272681374,MEIS2
13765,-0.726472632718512,3.00914638984153,16.0026974058598,6.32522996893369e-05,0.000684636272681374,FAM241A
2278,0.901979282384689,5.27721127210324,16.0022865345785,6.32660282518121e-05,0.000684636272681374,FOXRED2
33193,0.565939071419384,2.88410736240144,16.0008618015478,6.33136564918109e-05,0.000684699139854967,MAPKAPK5-AS1
1154,-0.884821402563552,4.30406362199364,15.986945383207,6.37807773534148e-05,0.000689295490169941,LMCD1
12649,0.611606799241756,3.57403554954234,15.98505360614,6.38445441292907e-05,0.000689529499359417,HEXD
17801,-1.01044881655252,0.163816501909897,15.9782099985705,6.407575997426e-05,0.00069157047993313,CNGA1
12384,0.574171070831009,5.39813953233407,15.9631870590817,6.4586277983601e-05,0.000696341750935265,FEN1
10281,-0.992608115852777,4.41404942020247,15.9615054648697,6.46436768705154e-05,0.000696341750935265,ADAMTS4
22649,-0.443647987908592,5.81409144170008,15.9614544209678,6.46454199854396e-05,0.000696341750935265,LEPROT
14244,-0.562926144860843,5.77544275366948,15.9582352099679,6.47554494405748e-05,0.000696997980031177,ANO6
39684,-1.13040046181915,-0.805242931426642,15.9571821915531,6.47914814394095e-05,0.000696997980031177,CARMN
912,0.624316006826388,3.20020125582031,15.9528433545781,6.49401598514761e-05,0.000698138698127524,NTHL1
2850,-0.767127303518095,1.81449742718527,15.9497633273691,6.50459109946117e-05,0.000698816732752478,RASL12
10691,-1.53800970050984,3.67654480050223,15.9409802104476,6.53484269718214e-05,0.000701606422825988,SHANK2
525,-0.885769716319958,7.02822569681636,15.9374592497517,6.54700960424196e-05,0.000702452085519355,TIMP2
9635,-0.52949701801147,4.25278652539892,15.9255325038028,6.58839280849682e-05,0.000706429308798418,RASSF3
2595,-1.52800438782576,2.59564661201356,15.9172657704671,6.61723085490505e-05,0.00070905707321571,CHRDL1
7637,-1.89491701223566,0.426776909408586,15.9049179983509,6.660542009476e-05,0.000713231225121979,RBP4
5270,0.64899641973819,2.01448455992012,15.9017133947657,6.67182903396446e-05,0.000713972920085622,CCDC18
11036,-0.797202024564623,5.83811222898205,15.8896512880201,6.71448608524766e-05,0.000718068456392945,TGFBR2
9936,-2.16758188336604,-2.34565869342024,15.882128296311,6.74122957202068e-05,0.000720457909808712,MAGEA8
4661,-1.02139948130399,3.03642810143447,15.8796792995127,6.74995860758751e-05,0.000720487931186572,RIMS3
748,-0.346910453166702,4.91620352727987,15.8795803863544,6.75031140560802e-05,0.000720487931186572,GINM1
8306,0.891819246928398,6.19730975552434,15.8777713355011,6.7567671014879e-05,0.000720707151483137,LMO4
11914,0.812709838072584,2.34771157298134,15.8746099605847,6.76806355115475e-05,0.000721249692728765,ATF7IP2
14976,-0.503292392372901,4.04482708036535,15.8738830284688,6.77066376182808e-05,0.000721249692728765,CMTR2
1237,-0.878770517657913,3.87677401325146,15.8677508393238,6.7926384161237e-05,0.000723120083141699,FERMT2
9305,-0.637708673504204,4.05217893919546,15.8649542741892,6.8026836907231e-05,0.000723304457697379,LATS2
8340,2.43910097318976,-2.59804190371671,15.8648090698941,6.80320567308351e-05,0.000723304457697379,MAEL
13441,0.543243080928311,4.33177653958701,15.8553219700733,6.83739747917096e-05,0.000725960144791033,DCAKD
12723,0.491694068156416,4.83453149691577,15.8546273137992,6.83990782327448e-05,0.000725960144791033,ZNF768
809,-0.569142460772178,8.04375760271497,15.8539642252385,6.84230495302711e-05,0.000725960144791033,YBX3
2643,-0.583831254542551,4.92457209882524,15.8517905807,6.85016881667657e-05,0.000725960144791033,EEA1
6163,-1.37521421372058,0.185743865085777,15.8517394865228,6.85035377574144e-05,0.000725960144791033,CDO1
4516,-0.485354883620617,5.96100166293349,15.8448843230795,6.87521482264226e-05,0.000727619480919892,PCYOX1
12966,-0.737318969859793,3.40984539618747,15.8442685517273,6.87745242635282e-05,0.000727619480919892,S1PR1
12291,0.5856402096476,2.90296883567721,15.8437482239371,6.87934377611918e-05,0.000727619480919892,ANKS3
9845,-0.721352910328537,6.2127737128784,15.830085590689,6.92919402224834e-05,0.000732418939485294,KLF10
3318,-1.14978526243063,0.497746791737708,15.8218359280546,6.9594699770619e-05,0.000735144528609254,MEOX2
3785,-3.43377466503496,-2.30483671073601,15.8105235329581,7.00120250599331e-05,0.000739053168774842,SCGB2A2
17021,-1.88110005916634,0.411705126809166,15.8093624649077,7.00550001794756e-05,0.000739053168774842,SPOCK3
4108,-0.729278957746451,4.23990249554406,15.796066759381,7.05490157507769e-05,0.000743785598768493,TENT5A
22914,0.805174775382183,1.13865466940641,15.7921900003622,7.06937194775561e-05,0.000744831575936954,PTMAP5
13053,-1.83203198969293,11.5626685409249,15.7904060028841,7.07604091541878e-05,0.000745054777544384,KRT13
12001,-1.01804787546731,3.70808249644032,15.7873397915199,7.0875178644113e-05,0.000745783611786672,MAP1A
11009,-0.837642305955278,7.39498821598231,15.7847385067552,7.09726925525127e-05,0.000746330054696397,FSTL1
2475,0.566712784411754,4.72390873958803,15.7779159891255,7.1229088725732e-05,0.000748545487616438,C20orf27
52506,0.498586898232425,3.71556782939504,15.7679109687913,7.16067721743174e-05,0.000752031867100769,EGLN2
1607,1.09313534414327,1.98693611370853,15.766343070239,7.1666141706175e-05,0.000752172909073848,SLC27A5
11566,0.779580749200608,3.56325105824361,15.7642365412216,7.17459848026074e-05,0.000752528513243492,ZNF367
47045,5.89937395008917,-2.35521547588426,15.7627068171101,7.18040215241703e-05,0.000752655086053291,
3144,0.529689940388832,5.5978171002119,15.7552545337109,7.20874323781702e-05,0.000755142373850148,DNASE2
4257,0.559326930585418,5.25796803576745,15.746956567015,7.2404328901808e-05,0.00075797703139981,SLC25A36
7622,-1.07411547238928,2.20253844579905,15.7435172489625,7.25360857245749e-05,0.000758871138382406,CH25H
19877,-0.872695981718949,5.71313807782381,15.741725905082,7.26048058079997e-05,0.000759105035437024,COL15A1
4806,-1.19733289488143,2.46481026300575,15.7336339186212,7.29160501210643e-05,0.000761836847607936,FILIP1
22620,0.548407894126147,3.86698543328135,15.7322085194133,7.29710145184165e-05,0.000761836847607936,C8orf82
1124,0.611400319768646,3.7419054855977,15.7313100658944,7.30056809318299e-05,0.000761836847607936,AP3M2
1606,-0.513358795777853,5.60997680254394,15.7267711293935,7.31810671218223e-05,0.000762877131916976,CYLD
11610,-0.558440924026808,5.22332458416527,15.7263190965507,7.31985570293513e-05,0.000762877131916976,REEP3
49609,-2.2575912897439,-1.37259800715039,15.7198021580403,7.34511760975992e-05,0.000765022968349867,
2978,0.470322445227577,6.75806705161291,15.7178880955584,7.35255382629658e-05,0.000765310640800724,SNRNP70
11132,-0.791174739878752,1.61096072134777,15.715856345327,7.36045555118201e-05,0.000765646370644873,TM4SF18
11022,-0.927498874490878,5.7922141581004,15.7118821717896,7.375936303154e-05,0.000766366987029961,TMEM79
1721,0.369842020231716,6.33187332804652,15.711674932872,7.37674446686141e-05,0.000766366987029961,SRRT
9476,-1.31268614921892,2.40667676292317,15.7020228318073,7.41448334408108e-05,0.000769799212381989,GFRA1
17266,-2.04421240132977,0.0475116511542933,15.6944003571344,7.44442376698953e-05,0.000772417936228895,CHRNG
10111,1.17375964369962,1.11291132697408,15.677688924185,7.51049115816495e-05,0.000778779428325743,FAM81A
8387,-0.975520510457777,5.98646204884013,15.6746345389683,7.5226300428704e-05,0.000779544441088083,CTSK
8245,0.512713067497173,3.13929564286224,15.6685631734544,7.54681779609936e-05,0.000781556279415147,ZNF473
10296,0.603262815827318,3.46814962013919,15.6663921100797,7.55548608758393e-05,0.000781959378710567,MIS18A
6582,-0.43101020177517,5.63171163468161,15.6487663272469,7.62623139640017e-05,0.000788782606779911,UBE2G1
5083,-0.854785448385319,1.24172963177675,15.643131622733,7.64898791221378e-05,0.000790636862920936,SMAD9
11376,-0.62297268851615,4.17010619774834,15.6401126033264,7.66120872347638e-05,0.000791400444350024,STXBP5
11220,0.605007752254112,3.05178410705054,15.6366048203987,7.67543269278999e-05,0.00079236985800158,CDC25A
7270,-2.53383499724896,-1.71243562135826,15.6280499106248,7.71023413958259e-05,0.000795461018067963,NKX2-1
3932,0.510326826034676,5.399014985343,15.6261998503168,7.71778105314707e-05,0.000795738219037638,PTPN6
8214,-0.54795623249159,4.39476786486913,15.6240661155233,7.7264943829086e-05,0.000796135258221287,DOP1B
11380,-1.42328195349495,2.95508182608572,15.6208148238685,7.73979040614812e-05,0.0007966373267739,RAET1E
11511,-1.15952071275118,0.126370240163473,15.6204953630364,7.74109806936587e-05,0.0007966373267739,NIPSNAP3B
10036,0.455147902025402,4.18191229364588,15.6117308917684,7.77706089691862e-05,0.000799835540610858,PHKG2
12278,0.648326966049365,3.41876593649255,15.5959622763927,7.84218726193493e-05,0.000806027194222603,SAC3D1
396,-0.523890934921816,3.72316721042514,15.5933338505215,7.85309621931529e-05,0.000806642060218628,ZRANB1
44454,-2.14409318241096,-2.02533704615915,15.5784548287235,7.91513821665674e-05,0.000812505065964394,CYP2A6
13905,0.651403441510722,4.39019122972546,15.5653511714434,7.97018562285182e-05,0.000817643165432035,CCDC14
6552,0.530400045983238,4.05635895204063,15.5635435853535,7.97780931613445e-05,0.000817912786055537,ENOSF1
11903,-0.589984416077563,5.52294701873018,15.5619765935172,7.98442421313261e-05,0.000818078708645933,NDEL1
17864,-0.75508916642163,8.68677739622135,15.5603879646085,7.99113608175851e-05,0.000818124306026117,MT-ND6
1058,-0.492459363576326,5.27939708918437,15.5595064640854,7.99486282075239e-05,0.000818124306026117,SIRT2
11678,0.575349202181454,4.29253296126406,15.5419553735343,8.06942902663225e-05,0.000825238984716114,ZMYND19
4746,0.725640993193773,7.20588768650167,15.5396188194782,8.07940856336903e-05,0.000825743797803003,STMN1
48716,1.24626930680926,-1.35581959362704,15.5264676703853,8.13580983557107e-05,0.000830342576492753,
2998,1.71745968776088,0.587650575512387,15.5257330838238,8.13897190930961e-05,0.000830342576492753,AMH
6608,1.21656576046185,2.54368945239915,15.5255827692468,8.13961910017021e-05,0.000830342576492753,SLC52A1
14549,-0.672104581862384,5.57132333426164,15.520622109903,8.16100667144013e-05,0.000832005991478762,KCTD12
5618,-0.552383137539981,6.65878648720943,15.5033945961393,8.23572211403114e-05,0.000839100673136477,GOT2
12478,-0.994071386317597,2.22714304062295,15.5021726913278,8.2410475591096e-05,0.000839121092570283,ZNF608
8290,0.61159683165585,3.09196945104717,15.4992071854098,8.25398657775679e-05,0.000839916235162287,ITGB3BP
29272,-1.36685758350373,-1.35044435547175,15.4912869679961,8.28864414621429e-05,0.000842919072086749,
4121,-0.554884311615172,5.28314550824214,15.4840685336766,8.32035834177585e-05,0.000845619038670987,MAN2A1
8176,1.06882381744533,0.321989479900364,15.4764542809091,8.35394389111833e-05,0.000848505727849134,CACNA1A
28050,2.22279874720165,-2.85900764839719,15.4745333395261,8.36243845636259e-05,0.000848567174853487,WDR11-AS1
1192,-0.499799182451125,4.53289303305344,15.4730161154362,8.36915389187846e-05,0.000848567174853487,MPP5
2239,0.523286444364663,4.11370248361843,15.4728031286129,8.37009703407062e-05,0.000848567174853487,RHBDD3
22846,-0.537134294207067,3.81795693363856,15.4713595196578,8.37649240153177e-05,0.000848690037687374,GANC
12885,-0.650321798977434,2.455220471637,15.4667421236832,8.39698107102175e-05,0.000850239771650211,ACYP2
1565,-0.721734580740872,4.88481676676535,15.4620319526155,8.41793336250548e-05,0.000851834505218185,FAM135A
8265,-0.785776987564419,6.81687947196782,15.4602373082455,8.42593032529815e-05,0.00085192652986451,EPHA2
6479,0.405434007982972,4.6055968768421,15.4594929942452,8.42924924192577e-05,0.00085192652986451,THOC6
10559,0.449731068966546,4.27906917002972,15.4367935085685,8.53110109060239e-05,0.000861599808106944,CPSF4
11506,0.68981841600003,5.19200095380872,15.4358227026924,8.5354845706313e-05,0.000861599808106944,PSIP1
15908,2.36923686025125,1.13194823531652,15.4242087693906,8.58810102278943e-05,0.000866376944215227,MROH2A
7895,0.853181975942501,1.10334616411864,15.3981205369197,8.70748570961379e-05,0.000877879701499425,CBLN3
14421,-0.478172699066939,4.27339785430408,15.3924861507359,8.73348820753782e-05,0.000879959399520103,ASB8
5332,0.765754314043138,4.90189721282366,15.3851174262466,8.7676125594905e-05,0.000882854369228401,CIT
17011,1.83575096267346,3.56371619822878,15.3830626698262,8.77715197616045e-05,0.000883271722837585,SYCP2
236,-2.32979347813617,-0.656934790410395,15.3755503802308,8.81211752285024e-05,0.000886245701484196,PAX7
14545,0.606435724690759,5.81649652584908,15.3728281162577,8.82482272125323e-05,0.000886978652026268,PARP10
16690,-0.673202794382318,3.70765124662072,15.3665992043411,8.85396333215788e-05,0.000889361605137552,DCUN1D3
8592,-0.495914356394048,4.28770825116992,15.364505386925,8.86378052952321e-05,0.000889801830839262,EAF1
13304,0.73203050318897,3.62004232344161,15.3510485011417,8.92713722246429e-05,0.000895068172433497,MCRIP2
16365,1.16329975610061,2.55455330842469,15.3501728742956,8.93127553752461e-05,0.000895068172433497,TNFRSF4
