,logFC,logCPM,LR,PValue,FDR,gene
24039,0.926450840154272,-1.14800273425896,10.1301228301537,0.00145865687017875,0.00777934493010964,
40118,1.56606306048875,-2.10352931779641,10.1279748815204,0.0014603576756227,0.00778587959067746,
5536,1.42428250157706,0.440895449645461,10.1258144286337,0.0014620704080166,0.0077924735646015,GRM4
12753,-0.420045861180906,2.41429487916463,10.1240723753523,0.00146345292886746,0.00779730387385192,ZNF778
38530,0.742287070562958,0.658070983628412,10.1232374484009,0.00146411600920695,0.0077982990952327,
12455,-0.992903722347391,3.88650833668475,10.1140855166882,0.00147140424383264,0.00783456965342174,NSG1
4961,0.427274435042795,4.59184321330137,10.1022638500786,0.00148087295646452,0.00788242292464031,DNMT3A
13257,-0.853557413059135,3.20503348399848,10.0999911533279,0.00148270036097076,0.0078895849886819,ID4
11238,0.679091923265159,4.41552984630662,10.0972888645842,0.0014848761590938,0.007898595631203,MST1R
9745,-0.929889425216547,5.5036262028566,10.095599532032,0.00148623799884444,0.00790327208674245,CERS3
1167,0.33627731839656,6.05515856622189,10.0926261573972,0.00148863803019809,0.00791346443780302,CPSF1
4092,0.50271767025707,4.88285204229854,10.0915484385232,0.00148950890585168,0.00791552395829587,CUL9
17749,0.506080937011685,2.2725575075699,10.0900971780277,0.00149068244566841,0.00791717363158378,HYLS1
5883,-0.713089075398312,0.657222917447355,10.0899686347623,0.00149078643536144,0.00791717363158378,ZC4H2
8031,-0.345221274948178,4.48422263950931,10.0884866287535,0.00149198588809523,0.00792097436633698,KATNB1
15428,-0.952938062591608,2.71090214161533,10.0869987097105,0.00149319110966204,0.00792475420941789,GPC6
10832,2.46340104137903,-1.73041601206172,10.0858837504067,0.00149409487820977,0.00792475420941789,LMX1A
17731,-0.332219089757316,4.24155765319829,10.0852322902578,0.00149462319797516,0.00792475420941789,STYX
17923,-0.564041373571669,2.83367468809181,10.0852190846283,0.00149463390940466,0.00792475420941789,GK
13699,-0.456487330295431,3.12741957694209,10.0845112904826,0.00149520813339842,0.00792523236261972,LIG4
2016,0.344268951317456,4.87445457224103,10.0779807127258,0.00150051685617195,0.00795079692106906,DHPS
3978,-0.660116212690897,5.16319286843744,10.075097344563,0.00150286682372981,0.00796067243769917,MAN1A1
1036,-0.479754680853708,5.19471870146277,10.0723994849334,0.00150506897542075,0.00796975884041524,MEF2A
11415,0.512428310144366,2.30270109375276,10.0716989406558,0.00150564133511313,0.00797021195596742,USP49
8755,-1.17982703324148,8.36058539932678,10.0704281981194,0.00150668012163529,0.0079731330418664,CXCL14
7285,-1.24385752301932,-0.145780123499991,10.0686505674432,0.00150813448900641,0.00797825072326396,CHAD
8044,-0.6194860954304,5.04772623246195,10.0670212286991,0.00150946878018148,0.00798273008330469,MEAK7
183,0.381375101186675,4.51146201515456,10.0648418949461,0.00151125534009218,0.00798826356882356,RPUSD1
27435,1.5116754879129,-2.05955186285246,10.0645547398044,0.00151149090186376,0.00798826356882356,
6509,-0.484650729486301,2.96957917585799,10.0602674298754,0.00151501233312552,0.00800429071644536,ZNF304
17529,-1.1724898265199,5.60370195043751,10.0590191795566,0.00151603915870913,0.00800713198243374,SERPINB2
4143,-0.774414838924469,9.54791613890959,10.0539752482424,0.00152019553997544,0.00802625143268707,SPARC
5421,-0.934875525789971,3.15684431941935,10.0534372067864,0.00152063958615985,0.00802625143268707,G0S2
5255,-0.444873120431108,7.23211584822853,10.0496582186858,0.00152376209263204,0.00804014074852221,ANXA11
5578,-0.562414118070755,7.63576630130708,10.034240800953,0.00153656864944427,0.00810510260868268,CDKN1A
12063,-0.907589509486929,5.57780078763933,10.0321056586268,0.00153835078970224,0.00811188968753455,IGF2
17450,-1.95017287371957,-2.76371592871985,10.0307998022166,0.00153944178103881,0.00811374396640393,CYP2B6
555,-0.586649076240512,8.15471737606409,10.0304985810841,0.00153969355057821,0.00811374396640393,CDH1
13099,1.87215508123697,-1.74817764193891,10.0287252836146,0.00154117657073528,0.00811894594358067,NEUROD2
14933,0.710287530842003,4.06936723732719,10.0262923960384,0.00154321356466324,0.00812706197948898,S1PR5
1221,1.07919548564891,-0.574231957273938,10.0251777570787,0.00154414773370101,0.00812936683083173,MOV10L1
22330,-0.369446656574406,4.02477460269866,10.0236366241042,0.00154544028705398,0.00813355635484886,DENND1B
13586,-0.579028127622938,5.8428085280739,10.0143874042933,0.00155322069516159,0.00817169720908608,HEG1
19922,-0.661429760822111,0.752528474239395,10.0138362862148,0.00155368554399835,0.00817169720908608,VWA7
11895,-0.383868225537004,3.68214240078604,10.0122452822546,0.00155502829092862,0.00817613301457105,TK2
5366,-0.866221320337078,3.65960868621222,10.011259329539,0.00155586098739204,0.00817788505507859,ITIH5
8804,-0.342425228153164,4.56525960741335,10.0079637176793,0.00155864760929663,0.00818853409969365,MMUT
16472,1.87942920180891,0.081497415693921,10.007292338773,0.00155921591677163,0.00818853409969365,NPSR1
34779,0.746488928506712,1.7729652771771,10.0068937512424,0.00155955341163022,0.00818853409969365,MIR600HG
171,-1.25004275718183,0.441153728103498,10.0064992858934,0.00155988748897236,0.00818853409969365,DNAH9
39734,-0.623766943227236,0.538570705358617,10.0031506205091,0.00156272643410372,0.00820080766204491,ECSCR
9138,1.78985949053219,1.37331261880226,9.99926501160334,0.00156602715138092,0.00821549585054786,INA
11751,-0.728602290603622,6.31475441195807,9.997783770792,0.00156728728270406,0.00821947299158027,HTRA1
25658,0.529837159739806,1.57652931457427,9.99578402510208,0.00156899014944657,0.00822576872138608,CCDC18-AS1
17632,0.393067312276842,4.38847780542823,9.99081019817238,0.00157323370192465,0.00824537624891557,ZNF121
1722,0.358393644199496,5.24413111592361,9.98743475304137,0.00157612017245509,0.00825786098675432,BAX
939,-0.483514070060593,6.51976285282228,9.9865531036635,0.00157687498725281,0.00825917279791757,SLK
47185,1.58574405802197,-1.99299784041367,9.98435353603045,0.00157875972045864,0.00826640003296111,PPIAP46
1670,-1.10467096299795,1.42163635375976,9.98268842025617,0.00158018801775304,0.00827021594107848,WNT11
15007,0.337416903985194,3.4915310229038,9.98232639423154,0.00158049872837199,0.00827021594107848,METTL23
13675,-0.354292988625892,6.21047922225441,9.98050809253287,0.00158206023095983,0.00827427067324123,PITPNA
12444,-0.51442054367748,4.76462831413216,9.9802472779912,0.0015822843387234,0.00827427067324123,TSPAN5
43523,0.839234805206737,2.70606317688914,9.97544691744056,0.00158641484857218,0.00829322168444198,MEX3A
33341,-0.722106093113158,-0.481339321421535,9.97472613132892,0.00158703599733689,0.00829382074190774,SVIL2P
17536,-1.05090369807194,0.152538720114101,9.9737923666425,0.0015878410500421,0.00829538018900424,DNAH10
5614,-0.415491592848274,3.80446924812141,9.97270686132838,0.00158877744710938,0.00829762460654607,BBS2
4431,0.334462379434645,3.09732680818844,9.96775919311134,0.00159305257905364,0.00831729906787157,ELMOD3
12052,-0.329317119921498,5.79045136519485,9.96714982404798,0.00159357992194127,0.00831740008350158,CRK
82,-0.799930115291581,0.78428430480917,9.96561039371527,0.0015949129198016,0.0083217046640891,THSD7A
8364,-0.920296587652879,6.78227240964925,9.96027723538427,0.00159953965985276,0.00834086777099493,CRABP2
10920,-0.870071387443392,2.78967651580881,9.96020258374993,0.00159960451969242,0.00834086777099493,INHBB
4919,1.13128386886448,0.659499170686437,9.95838433287713,0.00160118509985874,0.00834645133396598,ONECUT2
3212,1.28117937635846,1.04360575581905,9.95157674498272,0.00160711690417694,0.0083721379101025,DNAH11
5990,0.535358092763123,4.74617454374225,9.95155544997932,0.00160713549450022,0.0083721379101025,DGCR6L
15852,1.5644322161715,-1.49321113114726,9.94942017218209,0.00160900067692766,0.00837918832167192,DRD1
3000,0.612988766555862,1.70481453715158,9.94656472897323,0.00161149835695543,0.00838952705832473,LYL1
11636,0.830445140122092,0.572842209993,9.9380979449966,0.00161892743652369,0.00842552413165999,AKR1E2
7607,-0.767539583339337,5.15783318279803,9.93011770346344,0.00162596136449367,0.00845640321234795,EMILIN1
9349,-0.442289654295842,5.22403252267039,9.92984076586933,0.00162620601730889,0.00845640321234795,SEC24D
6583,0.369695179714311,4.36946420572654,9.92960970500565,0.00162641017013887,0.00845640321234795,EEFSEC
5151,-0.701644294813336,3.29110409776336,9.92847572529124,0.00162741246946455,0.00845892836906127,TSHZ3
9034,0.42782878440062,4.03545843840539,9.92778209170599,0.00162802586509462,0.00845943112954433,HAUS6
11060,-1.22605690644372,-1.57422278523963,9.92053350332303,0.001634449982691,0.00848447454605294,EFHB
51279,0.783333662051554,0.771141899078906,9.92011643105791,0.00163482039655396,0.00848447454605294,
13054,5.75567086104807,-2.66934214267527,9.92000759472,0.00163491707122357,0.00848447454605294,XAGE3
17753,0.915996849518044,1.09228259892296,9.92000622055734,0.00163491829187058,0.00848447454605294,HOXC4
11194,0.361943867082283,5.29888679890598,9.9163381093888,0.00163817990981494,0.00849870711768064,SLBP
113,0.89929562983869,0.142386511893623,9.91083065674542,0.0016430894198932,0.00852147705793832,ITGA2B
6259,-0.356077137894782,3.67442794891186,9.90822347323233,0.00164541873787571,0.00853085528664944,RSPH3
16043,0.45038129810704,1.71517972251016,9.90718425423102,0.0016463481323454,0.00853297181731284,WASH3P
5398,-0.375709047941633,6.19397130275221,9.90223923989086,0.00165077784962364,0.00855206249390706,AMD1
2730,-0.495716907184092,2.21023087533137,9.90190674004914,0.00165107613407685,0.00855206249390706,ARL2BP
11804,-0.487038251964019,7.03770306426009,9.89456294794178,0.00165767816382958,0.00858354350929214,CCT2
14223,-0.414956606997082,4.3631398925382,9.89231293073297,0.00165970626476253,0.00859132806606289,MTHFR
5117,-0.589104793632475,4.26986333757203,9.8893201226706,0.00166240779223582,0.00860259253548582,PDLIM2
7509,-1.21203829961735,5.33886469420485,9.88760844831626,0.0016639548768406,0.00860787778783922,MMP7
20192,0.432235371133123,2.858788238015,9.88202108002022,0.00166901513901191,0.00863132813362034,SDHAF1
4449,0.465802439186322,5.75313639417313,9.8795294732855,0.00167127671401724,0.00864029480221165,HSPE1
9157,-1.09266316829284,-1.3042190420759,9.87759587063756,0.00167303394078528,0.00864664921479714,LRRC4C
803,-0.741179670862616,6.1855264229164,9.87480966833621,0.00167556928875967,0.00865200582812143,MXD1
1976,0.594333975422547,3.9567570620368,9.87459150144204,0.00167576797736434,0.00865200582812143,WDR76
12464,4.04099769436816,1.89609612806286,9.87443486592933,0.00167591064292858,0.00865200582812143,SOX14
8102,-0.558743207660271,6.00310523829311,9.87413465485767,0.00167618411328414,0.00865200582812143,IMPA2
2967,-0.436223062954319,6.04183386333187,9.87270759804423,0.00167748467616181,0.00865599010488413,GYS1
15592,-0.394231645634012,4.52488654336181,9.87139711512661,0.0016786798987244,0.00865942847568198,TBK1
6016,1.5618424793916,-1.21044653915679,9.86952427049958,0.00168038951961781,0.00866551735581179,IGLL1
12415,-0.696416624557698,1.82727804466281,9.86669759316482,0.0016829731850418,0.00867610829933546,AXIN2
4749,0.574618181002873,3.83905558056677,9.86355145230846,0.00168585358254726,0.00868822181524906,NEK2
283,0.393646006764865,3.6709345984417,9.86207584807686,0.0016872062678895,0.00869134315397238,APBA3
10656,0.426637615279396,1.86018534973268,9.8617327843784,0.001687520911652,0.00869134315397238,ZNF653
17914,-0.806531854015281,2.4693213244365,9.86089718354702,0.00168828753876852,0.00869255719253365,ZNF521
11091,-0.593182520007664,3.00145377385554,9.8599434485925,0.00168916297998684,0.00869433054741421,PRICKLE2
4305,0.981868338213141,4.26031801695277,9.85812639002862,0.00169083214616264,0.00870018690418631,PODXL2
2715,0.677188369845813,5.99561723090975,9.85569533157529,0.00169306795201103,0.00870720147543603,CORO1A
1020,-1.09160985829987,2.0186760153823,9.85548775750507,0.00169325899332977,0.00870720147543603,NAV3
22381,0.678325759547266,1.79476013117015,9.85279898953803,0.00169573558237609,0.00871493443853721,TCTEX1D2
8120,1.32391674417782,0.158150761618125,9.85269944161301,0.00169582734509128,0.00871493443853721,SLC14A1
12358,0.40110304614514,3.73041915739857,9.8503695543714,0.00169797645943471,0.00872324084415578,ING5
13313,-1.18542153091225,6.24338231830624,9.84969230145285,0.00169860168268133,0.00872371560556505,SYNPO2
11837,-0.523793287356516,4.37914657465586,9.84905109869392,0.00169919384026691,0.0087240203031327,USP54
1245,0.820183094067967,0.547599489289313,9.84801223537069,0.00170015368561406,0.00872621200456393,TBX21
2043,1.77988859519287,2.27309964501897,9.84576708178503,0.00170222994539988,0.00873413064745603,MYO3A
12748,-0.395298838069083,3.58791745846017,9.84405917710525,0.00170381109165219,0.00873914862063072,TMEM192
7093,-0.69656023261268,2.35808317335883,9.84355792299314,0.00170427542574201,0.00873914862063072,COQ10A
36320,0.759290917951064,4.36904861376363,9.83998346291445,0.00170759032714228,0.00875340526809663,APOBEC3G
16882,-1.44044585576762,0.143325364511986,9.83086465944982,0.00171607659318056,0.00879415400943514,C9orf152
3236,-0.361292954650788,6.28776358980419,9.82449710852205,0.00172202777758371,0.00882189011338488,DNAJB6
42328,2.72375641937257,-3.07783434498913,9.81996704862914,0.00172627434900662,0.00883821866273412,IGHVII-22-1
20230,0.506241035635309,0.496603732874025,9.81994535582824,0.00172629470979196,0.00883821866273412,SARNP
11986,-0.944989727901662,5.45844420068828,9.81470007075303,0.00173122506536927,0.00886069021422039,GREM1
45868,-1.19438794925735,-0.405658988030129,9.81334433948975,0.00173250171676539,0.00886445331518743,LINC01269
2140,0.556275370553954,5.09014826047515,9.80988890761661,0.00173575990899168,0.00887834957510804,LZTR1
6747,0.480190436774529,2.69461123081951,9.8092857340782,0.00173632928892609,0.00887848827220078,SLF1
275,-0.319791729283326,5.42079105912203,9.80047060006828,0.00174467217045104,0.00891687595610955,ELOA
1355,-0.538221157893677,5.96177968643693,9.7998315185,0.00174527859142271,0.00891687595610955,
538,-0.64231790459511,2.78417782356071,9.79962938901397,0.00174547043543218,0.00891687595610955,FLT4
47328,1.93066277343304,-0.380982125369747,9.79846824913417,0.00174657290405772,0.00891972494015502,KCNJ18
6996,-0.405552892239002,4.61278231585948,9.79721975340254,0.00174775910177537,0.00892299961751422,APC
1109,-0.787979263601406,3.0978609026078,9.78984143843026,0.00175478593701544,0.00895608171656912,CLTCL1
8022,-0.801574514467849,1.33249400486181,9.78850787841762,0.00175605902181679,0.00895978633973398,NKD1
13207,-0.434115984945232,5.07844655754996,9.78492049391714,0.0017594883703757,0.00897448694335242,JMJD1C
1089,-0.545072537100236,6.4127661952513,9.78013348268492,0.00176407507072064,0.00899507976733386,MAPK6
3592,-0.964780921111896,11.3961731520829,9.77939383555895,0.00176478484746776,0.0089958973560366,COL1A1
12275,-0.747961778463416,4.04652846195892,9.77549343304463,0.00176853252322477,0.0090121951455833,FADD
8461,-0.306864434948987,5.02924429537705,9.77381396313976,0.00177014871367317,0.00901762442096167,FBXO28
20295,0.39508046802862,6.34984807328567,9.77154312463374,0.00177233637130115,0.00902556273479088,HMGN1
5636,0.997474841078819,1.4146523946846,9.77105239177986,0.00177280948849249,0.00902556273479088,TMEM255A
1887,0.571491056785903,1.16128663266424,9.77036756373944,0.00177346994743942,0.00902611857302632,FLT3LG
21589,0.392282888761491,5.07371961485817,9.76492470505485,0.00177872799999615,0.00904868007837989,SELENOH
3153,0.728821568633611,4.99548064319348,9.76463511999808,0.00177900819472942,0.00904868007837989,ARRDC2
50821,0.472016281186629,4.96448034691834,9.76219141467686,0.00178137444046433,0.00905790177444795,MRPS21
10381,-0.332510870568631,6.42802724705561,9.75662773998259,0.00178677366430345,0.00908253499088493,EFCAB14
5989,0.844430093294671,2.78931608218456,9.75466914021042,0.00178867831602569,0.00908939480704179,ADM2
8772,0.810110751124172,2.18163103846931,9.75297483228914,0.00179032761533659,0.00909495316348311,ZNF300
10502,1.24455236291607,1.95423841694913,9.75176223780721,0.00179150894385726,0.00909557798386109,COX6B2
1380,-1.69986454324021,-2.1014952091366,9.75170814916345,0.00179156165626043,0.00909557798386109,DCX
9097,-0.368634196326166,4.26676325646536,9.75080550557341,0.00179244156485444,0.00909722434636138,NACC2
33375,0.870696799519437,0.134714419738408,9.75014812076152,0.00179308266764808,0.00909765804691727,
7447,-0.817507642245506,5.21276094749045,9.74793083549203,0.001795246749714,0.00910581630516335,TUBB2A
10566,0.32678386162436,4.28789382072951,9.74116391063055,0.00180186768379825,0.00913491943962441,LRRC14
10211,-0.709527879022083,2.55554780444304,9.74092652540952,0.00180210039638349,0.00913491943962441,SHROOM4
5352,0.450053380630657,6.08347688291158,9.73865240000718,0.00180433130258244,0.00914339721980265,TRIR
36529,0.386950082965376,3.31998151063003,9.73669928573069,0.0018062495324222,0.00915028576557816,COX19
6768,1.33067659302079,-0.164667276531567,9.73490243716896,0.00180801611288713,0.00915640204648963,ZDHHC8P1
1000,-0.380751456614702,6.86185935885775,9.73209526424482,0.00181077950405419,0.00916522785610951,TRAM1
8304,-1.06942803085066,-1.10080630566754,9.73199487750712,0.0018108784043556,0.00916522785610951,TMEM61
14376,-0.46519488189976,4.9426509877504,9.72717026885401,0.00181563803412358,0.00918647760590403,FAM20C
7721,-0.353294291797165,4.81534133471815,9.72312217258055,0.00181964139048182,0.00920388893616275,RAP1GDS1
3963,-0.614530159080179,5.49425047374108,9.7210444365236,0.00182169963625234,0.00921145402852362,DSE
2866,0.485467113050184,2.62633768535579,9.71849321533158,0.00182423015328516,0.00922140175972149,CEP152
7852,0.566335805854737,3.47585537507976,9.71624138353123,0.00182646667044389,0.00922842652254638,BRCA2
48133,-0.845438439807621,1.76552552805826,9.71595922530264,0.00182674710557459,0.00922842652254638,
9683,-0.288496527320705,5.37407423304387,9.71486334022744,0.00182783671219908,0.00922850253631935,ZDHHC7
10618,-0.629249030774172,2.14731631127122,9.71481033005561,0.00182788943536821,0.00922850253631935,TMEM143
42289,2.40399738133058,-3.00205937022822,9.71287381489819,0.00182981652299588,0.009235384072445,LINC01606
3784,0.715796710233152,2.33226040665357,9.71217316372363,0.00183051427035836,0.00923539909665033,ACCS
17493,-1.43865821644245,-1.35471710908907,9.71173814161841,0.00183094762521999,0.00923539909665033,PRAMENP
9901,-0.425255663716971,3.97322721980418,9.70936509749188,0.00183331340583222,0.00924448426045303,FAM126B
13359,0.460378616541836,3.82301651923636,9.70607307113725,0.00183660048689609,0.00925820805786626,RAD9A
13803,-0.764833282209001,0.30040600600578,9.70537663000354,0.00183729664698592,0.00925886672856278,P2RY14
17251,0.440062251848861,2.64050912605747,9.70360402679439,0.00183906974175764,0.00926495042516859,ZNF700
20256,-0.927977512358344,12.6534089295094,9.70233969051239,0.00184033548821804,0.00926847522257579,KRT6A
8198,0.54810802594978,1.8777849818027,9.70023701924366,0.00184244246021883,0.00927405382629737,ZFP14
3625,-1.18435000731277,3.56742628122745,9.70010381901665,0.00184257601520463,0.00927405382629737,MYH3
5852,0.409933000738911,4.64287975468378,9.6965306991721,0.00184616231583122,0.0092892488005853,TIMM17B
1900,-0.371253141465078,7.15541590599213,9.69358971404617,0.00184911945737396,0.0093012697006402,GLG1
14705,-0.431039889774679,3.53284034372137,9.68368709333515,0.00185911182235121,0.00934815585209121,KLHL28
10762,-1.12777337004105,0.647403401689687,9.68319088682961,0.00185961396331415,0.00934815585209121,UBXN10
2767,-0.413467281045525,2.81031964808707,9.68265796773787,0.00186015340903397,0.00934815585209121,MLYCD
12957,-0.782026482314977,-0.0151309030127635,9.66799239446463,0.00187506099634823,0.00942018217036192,ZNF415
50311,0.433489316813476,4.64269866493815,9.66712610107285,0.00187594536396815,0.00942173418535291,RPL17
7461,0.486576822371887,2.36728182480052,9.66379464607648,0.00187935026704535,0.00943594048522953,ATAT1
24771,0.542836293749904,5.63027038470359,9.66265564115135,0.00188051581983275,0.00943669283362812,CCNL2
13416,-0.709720485370875,6.21247584667666,9.6618730895338,0.00188131703572778,0.00943669283362812,DHCR7
9454,0.599198845033585,4.31751092980671,9.66149708753517,0.00188170212863622,0.00943669283362812,CENPU
4929,-0.558801841782275,1.3877578445065,9.66139613096969,0.00188180553971757,0.00943669283362812,BBOF1
10628,0.650731974211078,1.95536504592994,9.6563268819562,0.00188700544866289,0.00945987146691899,MPP3
2743,-0.327684390976284,5.54846078185307,9.6549998244937,0.00188836911490546,0.00946381007601685,CYB5B
9096,1.4971258379276,1.6755568059134,9.64815109512678,0.00189542267298457,0.00949625318995604,CACNA1B
2395,-0.44399273389835,5.98516747650057,9.64758561441185,0.00189600625807414,0.00949627117266683,ARHGAP5
51932,-1.29939040507594,4.5544228708325,9.64609655907987,0.00189754385827202,0.00950106593011859,SLC6A14
9717,-0.958400022280498,-0.543493465161677,9.64116775245596,0.0019026423714708,0.0095236819162615,AK5
3163,0.343336317231115,5.20936490707987,9.63649611216034,0.00190748768204986,0.00954501705935281,DDX49
636,-0.664712045325169,2.71062170038619,9.63493137417308,0.00190911338467474,0.00955023325611962,HDAC9
30676,-0.339160351639522,6.13354704730923,9.63392964553371,0.00191015487954247,0.00955252469234844,HSBP1
11642,2.43429566222171,0.468032193539681,9.63266824948025,0.00191146716929044,0.0095527363648936,DRGX
4420,-0.737367210682463,5.81368981748102,9.6325171112463,0.00191162446681471,0.0095527363648936,EFEMP1
644,-1.10085813090686,-0.720737731635467,9.63220672842596,0.00191194753971516,0.0095527363648936,LMO3
7368,0.294732713530814,4.52561016739706,9.63118530444396,0.00191301111570038,0.00955513453244734,USP20
50316,0.710745552612231,1.31031944374912,9.62964163286193,0.00191461962956151,0.00956025227045156,MAFG-DT
16142,0.390171302732455,2.27590959642801,9.62460211662937,0.00191988038203941,0.00958201302084288,RNPC3
4136,-0.798278517935706,5.35242754289494,9.62434603875519,0.00192014809267608,0.00958201302084288,HBEGF
19775,-1.79919223497668,-0.554664591936447,9.62288976392769,0.00192167124086831,0.00958669202520929,LDLRAD1
27309,-0.827519320156351,0.12641947338429,9.61884861315521,0.00192590438305983,0.00960227668328134,FTCDNL1
12648,-0.48538975114219,5.60555367764703,9.61878780090058,0.00192596815659292,0.00960227668328134,LUZP1
10792,0.634455035427073,3.05537573297843,9.61692473777536,0.00192792298013827,0.00960781345988438,HENMT1
10455,-0.804354608148539,9.38463742137572,9.61661105778967,0.00192825230740732,0.00960781345988438,CSTB
13791,-0.349008935543302,7.17853639173549,9.60765044706422,0.00193768402133408,0.00965187115342347,RAB1B
8280,1.95552573840768,2.14827804236656,9.60659023120968,0.00193880306768669,0.00965450809830725,DMRTA2
11289,-1.04829897583163,-0.560267628471116,9.60445886789562,0.00194105468137691,0.00966139422543035,ZNF474
10063,-0.377794210799824,4.34604807955206,9.6041642871829,0.00194136609061662,0.00966139422543035,ZFYVE9
17511,0.361399975546587,5.29184737233424,9.60246835998853,0.00194315988650964,0.00966738280821097,ENTPD6
12672,0.806480848402028,2.92542268174568,9.59058975190341,0.00195577117652994,0.00972716934183616,
4541,0.360492501504306,5.5589434449611,9.58461014426084,0.0019621509774461,0.00975589688722492,CACYBP
5871,-0.669199913504465,4.23978757632479,9.58406007399513,0.0019627389205716,0.00975589688722492,AIF1L
57070,1.11538573780575,-0.787681922663565,9.58240011282811,0.00196451425460067,0.00976175778166214,
6673,-0.316675566690621,5.49897417760253,9.58144605671605,0.00196553535744985,0.00976386844888544,AP3B1
47135,0.935215606140886,0.539841828290452,9.580117799014,0.00196695785517081,0.0097679711746168,
8915,-1.37920517958394,1.23188417883787,9.57917988896112,0.0019679629386883,0.00976999914952804,SYTL5
11372,1.10004877614407,0.345808067316764,9.57689011051119,0.00197041889974017,0.00977922662790112,IL22RA2
11542,-0.453213431464273,5.08806525764904,9.57357897898825,0.00197397583602733,0.0097939110191744,ZHX1
2833,0.811897477464565,2.9104143857248,9.57186826449062,0.00197581609665748,0.00979653170268781,IL21R
12334,-0.315520521654355,5.92631691707248,9.57175109893944,0.00197594219834982,0.00979653170268781,MMADHC
6080,-0.512517867969385,3.09451719562644,9.57141958397126,0.00197629904195797,0.00979653170268781,TMOD2
23085,-0.351011391172812,5.36624633214022,9.57082980911083,0.00197693403872827,0.00979671338259622,ZSWIM8
32148,1.4076465045032,1.06363549511159,9.56210110926966,0.00198635624742215,0.0098404268801945,CCDC144NL-AS1
3540,-0.31113585795894,4.88966877037522,9.55950631421976,0.00198916597242491,0.00985136553736029,CAMTA2
19865,-0.892816169690119,7.55710466278292,9.55848817467916,0.00199026954609357,0.00985352608548965,COL5A2
3270,-1.0397802945357,0.647374843515461,9.55798391479468,0.00199081634926659,0.00985352608548965,CCL24
13693,0.50835401233911,2.3674491919965,9.55743875696437,0.00199140767219723,0.00985352608548965,SNHG11
6151,-0.425007328870048,3.67813200187462,9.55595230395112,0.00199302090603179,0.00985852909198143,HEATR5A
45369,1.58998690304845,-2.764068112531,9.55457392255937,0.00199451803471575,0.00986295493276985,
4715,-0.394474871005019,4.34371694108607,9.54785774390133,0.00200182914044005,0.00989391191358311,BLZF1
13003,-0.364609163076914,3.91222279183659,9.54771317123786,0.00200198681791369,0.00989391191358311,SOCS5
1776,-0.551690996318398,6.03558333462667,9.53935923014558,0.00201111942238783,0.0099360465608799,DOCK9
7371,-0.32778456841969,6.28407947937961,9.53850115068144,0.0020120598716513,0.00993769420167323,ATP6V1G1
8904,0.446762898985383,4.81329587745425,9.53380279848112,0.00201721714424296,0.00996014129089538,NCAPG2
8175,0.408075833923854,4.87967060301026,9.53325317197326,0.00201782133157637,0.00996014129089538,TXNL4A
10512,0.435610899348265,1.89928730745032,9.52528562081399,0.00202660045032397,0.0100004608719573,
55692,1.03954660896723,-0.182688761689755,9.52076438075618,0.00203159943356578,0.0100221083235229,ZNF280B
15324,-0.789635134495965,2.46862042614175,9.51857052380844,0.00203402961102156,0.0100287525659979,NTM
2046,0.317219592289593,5.16592697559779,9.51844266347912,0.00203417133522746,0.0100287525659979,NUBP2
3740,-0.322495053575207,4.88253968857439,9.51754099192456,0.00203517105921054,0.0100306609730446,KMT5B
36854,0.610361675080942,0.257974128141978,9.51607109508197,0.0020368018684031,0.0100356776982738,
2264,-0.327357785565971,5.92481206558365,9.51497840279865,0.00203801503831738,0.0100386342425904,RBFOX2
12430,-0.532044808562949,3.95436506440495,9.51157633310733,0.00204179690595108,0.0100542378168833,PKIG
22442,1.24750467419526,-1.0530737812021,9.50611273690762,0.00204788533990319,0.010078337023263,NOC2LP1
745,-0.34723997604244,3.46903274665331,9.50607986876639,0.00204792202262236,0.010078337023263,FAM114A2
13863,-0.417143907290248,6.78742762962325,9.50521466984996,0.00204888787357291,0.0100800604429114,ARHGAP1
887,0.377513355297957,4.44697801817706,9.5046549764504,0.00204951292436381,0.010080106671856,TMEM161A
15523,0.602664683684993,1.21018972039973,9.50354583890037,0.00205075215114996,0.0100831726638974,PI4KAP2
33074,0.648520133292197,0.356154553436362,9.50243969762086,0.00205198878694366,0.0100862240794442,
8235,1.88669549427696,0.590389622374775,9.49320423189837,0.00206234334338093,0.0101340778995126,FBN3
11908,-1.12160182919777,-1.45435741409675,9.49246509249073,0.00206317433302651,0.0101351195183447,CFAP52
5849,0.405642891214001,4.86801507272558,9.48992902424278,0.00206602813141838,0.010146094359842,UXT
48276,0.62011382549298,1.82985692879474,9.48673067504559,0.00206963289234384,0.0101607494291891,
4605,-0.426780934701839,4.23659972502614,9.48548172440648,0.00207104227709823,0.0101646208641875,SLC35D1
20478,1.84134395756823,-0.289520474598018,9.48221492162968,0.0020747333212926,0.010179684947415,PRSS50
17154,0.525341061801152,2.85802978207085,9.48000051920073,0.00207723908848897,0.010188926182094,ZNF605
9592,-0.534767187408534,5.60806880533737,9.4717434948367,0.00208660963586669,0.0102318237700046,UTRN
577,0.480456026445984,5.65998660912191,9.46330104135501,0.00209623494389585,0.0102759445318583,LSG1
73,-0.831492099365579,4.93980155101856,9.46259690275701,0.00209703976936269,0.010276812973294,PRSS22
